pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,sy_dist,sy_disterr1,sy_disterr2,rowupdate
Kepler-1409 b,1,1,Transit,2016,0.76486493,0.00000240,-0.00000240,0,0.015200,,,0,1.100,0.380,-0.110,0,,,,,,,,,,,,,,,,,0.000000,,,0,85.370,,,0,0.01170,0.00066,-0.00059,0,,,,,,,,,,,,,694.8900000,9.8035000,-9.8035000,2015-08-25
Kepler-1409 b,1,1,Transit,2016,,,,,,,,,0.927,0.067,-0.081,0,0.083,0.006,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.8900000,9.8035000,-9.8035000,2018-09-04
Kepler-1409 b,1,1,Transit,2016,0.76486493,0.00000240,-0.00000240,0,,,,,1.040,0.080,-0.070,0,0.093,0.007,-0.006,0,,,,,,,,,,,,,,,,,,,,,0.01170,0.00066,-0.00059,0,,,,,,,,,,,,,694.8900000,9.8035000,-9.8035000,2016-05-06
Kepler-1410 b,1,1,Transit,2016,60.86628000,0.00049000,-0.00049000,0,0.254300,0.004300,-0.003800,0,2.150,0.120,-0.170,0,0.192,0.011,-0.015,0,,,,,,,,,,,,,,,,,89.750,0.004,-0.052,0,0.03510,0.00130,-0.00190,0,,,,,,,,,,,,,,,,2017-11-16
Kepler-1410 b,1,1,Transit,2016,60.86609740,0.00064970,-0.00064970,0,0.246500,,,0,1.390,0.070,-0.100,0,,,,,,,,,,,,,,,,,0.000000,,,0,90.000,,,0,0.02431,0.00127,-0.00111,0,,,,,,,,,,,,,,,,2017-05-08
Kepler-1410 b,1,1,Transit,2016,60.86616800,0.00051610,-0.00051610,0,0.247000,,,0,1.560,0.150,-0.150,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02737,0.00117,-0.00133,0,,,,,,,,,,,,,,,,2015-08-25
Kepler-1410 b,1,1,Transit,2016,60.86616800,0.00051610,-0.00051610,0,,,,,1.780,0.120,-0.140,0,0.159,0.011,-0.012,0,,,,,,,,,,,,,,,,,,,,,0.02737,0.00117,-0.00133,0,,,,,,,,,,,,,,,,2016-05-06
Kepler-1410 b,1,1,Transit,2016,60.87130000,0.00210000,-0.00210000,0,0.250000,,,0,1.410,0.120,-0.120,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02430,0.00200,-0.00200,0,,,,,,,,,,,,,,,,2013-10-28
Kepler-1410 b,1,1,Transit,2016,60.86609740,0.00064970,-0.00064970,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,2018-09-25
Kepler-1410 b,1,1,Transit,2016,60.86616800,0.00051610,-0.00051610,0,0.247000,,,0,1.560,0.150,-0.150,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02737,0.00117,-0.00133,0,,,,,,,,,,,,,,,,2014-11-21
Kepler-1410 b,1,1,Transit,2016,60.86722062,0.00045977,-0.00045977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-16
Kepler-1410 b,1,1,Transit,2016,60.86616955,0.00000972,-0.00000972,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-26
Kepler-1410 b,1,1,Transit,2016,60.86616800,0.00051610,-0.00051610,0,0.247000,,,0,1.560,0.150,-0.150,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02737,0.00117,-0.00133,0,,,,,,,,,,,,,,,,2014-11-18
Kepler-1411 b,1,1,Transit,2016,86.11508880,0.00097280,-0.00097280,0,0.399800,,,0,3.240,1.650,-0.300,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02790,0.00132,-0.00100,0,,,,,,,,,,,,,1660.4800000,94.3000000,-84.8500000,2014-11-18
Kepler-1411 b,1,1,Transit,2016,86.11608850,0.00090810,-0.00090810,0,0.400100,,,0,3.110,1.060,-0.350,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.990,,,0,0.02708,0.00128,-0.00091,0,,,,,,,,,,,,,1660.4800000,94.3000000,-84.8500000,2017-05-08
Kepler-1411 b,1,1,Transit,2016,86.11508880,0.00097280,-0.00097280,0,0.399800,,,0,3.240,1.650,-0.300,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02790,0.00132,-0.00100,0,,,,,,,,,,,,,1660.4800000,94.3000000,-84.8500000,2015-08-25
Kepler-1411 b,1,1,Transit,2016,86.11579044,0.00051097,-0.00051097,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.4800000,94.3000000,-84.8500000,2019-04-16
Kepler-1411 b,1,1,Transit,2016,,,,,,,,,3.091,0.340,-0.293,0,0.276,0.030,-0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.4800000,94.3000000,-84.8500000,2018-09-04
Kepler-1411 b,1,1,Transit,2016,86.11573945,0.00000922,-0.00000922,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.4800000,94.3000000,-84.8500000,2016-07-26
Kepler-1411 b,1,1,Transit,2016,86.11508880,0.00097280,-0.00097280,0,,,,,2.820,0.430,-0.240,0,0.252,0.038,-0.021,0,,,,,,,,,,,,,,,,,,,,,0.02790,0.00132,-0.00100,0,,,,,,,,,,,,,1660.4800000,94.3000000,-84.8500000,2016-05-06
Kepler-1411 b,1,1,Transit,2016,86.11510000,0.00140000,-0.00140000,0,0.390000,,,0,3.100,1.200,-1.200,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.03260,0.00650,-0.00650,0,,,,,,,,,,,,,1660.4800000,94.3000000,-84.8500000,2013-10-28
Kepler-1411 b,1,1,Transit,2016,86.11508880,0.00097280,-0.00097280,0,0.399800,,,0,3.240,1.650,-0.300,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02790,0.00132,-0.00100,0,,,,,,,,,,,,,1660.4800000,94.3000000,-84.8500000,2014-11-21
Kepler-1411 b,1,1,Transit,2016,86.11608850,0.00090810,-0.00090810,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,1660.4800000,94.3000000,-84.8500000,2018-09-25
Kepler-1412 b,1,1,Transit,2016,3.61459900,0.00002500,-0.00002500,0,0.047000,,,0,0.660,0.410,-0.410,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.00600,0.00290,-0.00290,0,,,,,,,,,,,,,755.6780000,8.8610000,-8.6620000,2013-10-28
Kepler-1412 b,1,1,Transit,2016,3.61460510,0.00002139,-0.00002139,0,,,,,0.830,0.150,-0.130,0,0.074,0.013,-0.012,0,,,,,,,,,,,,,,,,,,,,,0.00623,0.00027,-0.00030,0,,,,,,,,,,,,,755.6780000,8.8610000,-8.6620000,2016-05-06
Kepler-1412 b,1,1,Transit,2016,3.61460332,0.00002436,-0.00002436,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,755.6780000,8.8610000,-8.6620000,2018-09-25
Kepler-1412 b,1,1,Transit,2016,3.61460510,0.00002139,-0.00002139,0,0.043900,,,0,0.610,0.250,-0.070,0,,,,,,,,,,,,,,,,,0.000000,,,0,87.660,,,0,0.00623,0.00027,-0.00030,0,,,,,,,,,,,,,755.6780000,8.8610000,-8.6620000,2014-11-18
Kepler-1412 b,1,1,Transit,2016,3.61460510,0.00002139,-0.00002139,0,0.043900,,,0,0.610,0.250,-0.070,0,,,,,,,,,,,,,,,,,0.000000,,,0,87.660,,,0,0.00623,0.00027,-0.00030,0,,,,,,,,,,,,,755.6780000,8.8610000,-8.6620000,2014-11-21
Kepler-1412 b,1,1,Transit,2016,3.61461394,0.00002647,-0.00002647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.6780000,8.8610000,-8.6620000,2019-04-16
Kepler-1412 b,1,1,Transit,2016,3.61460510,0.00002139,-0.00002139,0,0.043900,,,0,0.610,0.250,-0.070,0,,,,,,,,,,,,,,,,,0.000000,,,0,87.660,,,0,0.00623,0.00027,-0.00030,0,,,,,,,,,,,,,755.6780000,8.8610000,-8.6620000,2015-08-25
Kepler-1412 b,1,1,Transit,2016,,,,,,,,,1.005,0.072,-0.060,0,0.090,0.006,-0.005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.6780000,8.8610000,-8.6620000,2018-09-04
Kepler-1412 b,1,1,Transit,2016,3.61460332,0.00002436,-0.00002436,0,0.046100,,,0,0.900,0.150,-0.190,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.830,,,0,0.00602,0.00034,-0.00026,0,,,,,,,,,,,,,755.6780000,8.8610000,-8.6620000,2017-05-08
Kepler-1413 b,1,1,Transit,2016,13.18296420,0.00010820,-0.00010820,0,0.106600,,,0,1.920,0.600,-0.130,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.02123,0.00122,-0.00119,0,,,,,,,,,,,,,1167.4900000,69.4300000,-62.1800000,2015-08-25
Kepler-1413 b,1,1,Transit,2016,13.18309000,0.00015000,-0.00015000,0,0.106000,,,0,1.600,1.000,-1.000,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.810,,,0,0.02220,0.00990,-0.00990,0,,,,,,,,,,,,,1167.4900000,69.4300000,-62.1800000,2013-10-28
Kepler-1413 b,1,1,Transit,2016,13.18296420,0.00010820,-0.00010820,0,0.106600,,,0,1.920,0.600,-0.130,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.02123,0.00122,-0.00119,0,,,,,,,,,,,,,1167.4900000,69.4300000,-62.1800000,2014-11-18
Kepler-1413 b,1,1,Transit,2016,13.18277012,0.00013224,-0.00013224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.4900000,69.4300000,-62.1800000,2019-04-16
Kepler-1413 b,1,1,Transit,2016,13.18296420,0.00010820,-0.00010820,0,0.106600,,,0,1.920,0.600,-0.130,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.02123,0.00122,-0.00119,0,,,,,,,,,,,,,1167.4900000,69.4300000,-62.1800000,2014-11-21
Kepler-1413 b,1,1,Transit,2016,,,,,,,,,1.793,0.220,-0.179,0,0.160,0.020,-0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.4900000,69.4300000,-62.1800000,2018-09-04
Kepler-1413 b,1,1,Transit,2016,13.18293290,0.00010740,-0.00010740,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,1167.4900000,69.4300000,-62.1800000,2018-09-25
Kepler-1413 b,1,1,Transit,2016,13.18296420,0.00010820,-0.00010820,0,,,,,1.820,0.160,-0.150,0,0.162,0.014,-0.013,0,,,,,,,,,,,,,,,,,,,,,0.02123,0.00122,-0.00119,0,,,,,,,,,,,,,1167.4900000,69.4300000,-62.1800000,2016-05-06
Kepler-1413 b,1,1,Transit,2016,13.18293290,0.00010740,-0.00010740,0,0.106600,,,0,1.840,0.360,-0.150,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.970,,,0,0.02040,0.00138,-0.00084,0,,,,,,,,,,,,,1167.4900000,69.4300000,-62.1800000,2017-05-08
Kepler-1414 b,1,1,Transit,2016,3.51576300,0.00001800,-0.00001800,0,0.044000,,,0,3.400,1.600,-1.600,0,,,,,,,,,,,,,,,,,0.000000,,,0,84.800,,,0,0.01630,0.00700,-0.00700,0,,,,,,,,,,,,,570.8350000,7.3510000,-7.1700000,2013-10-28
Kepler-1414 b,1,1,Transit,2016,3.51576315,0.00001186,-0.00001186,0,0.042600,,,0,1.440,2.020,-0.170,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.01463,0.00085,-0.00066,0,,,,,,,,,,,,,570.8350000,7.3510000,-7.1700000,2015-08-25
Kepler-1414 b,1,1,Transit,2016,,,,,,,,,1.196,0.122,-0.102,0,0.107,0.011,-0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.8350000,7.3510000,-7.1700000,2018-09-04
Kepler-1414 b,1,1,Transit,2016,3.51576315,0.00001186,-0.00001186,0,0.042600,,,0,1.440,2.020,-0.170,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.01463,0.00085,-0.00066,0,,,,,,,,,,,,,570.8350000,7.3510000,-7.1700000,2014-11-21
Kepler-1414 b,1,1,Transit,2016,3.51575492,0.00001389,-0.00001389,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,570.8350000,7.3510000,-7.1700000,2018-09-25
Kepler-1414 b,1,1,Transit,2016,3.51576315,0.00001186,-0.00001186,0,,,,,1.230,0.090,-0.080,0,0.110,0.008,-0.007,0,,,,,,,,,,,,,,,,,,,,,0.01463,0.00085,-0.00066,0,,,,,,,,,,,,,570.8350000,7.3510000,-7.1700000,2016-05-06
Kepler-1414 b,1,1,Transit,2016,3.51575492,0.00001389,-0.00001389,0,0.042600,,,0,1.350,0.410,-0.160,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.820,,,0,0.01375,0.00094,-0.00069,0,,,,,,,,,,,,,570.8350000,7.3510000,-7.1700000,2017-05-08
Kepler-1414 b,1,1,Transit,2016,3.51576315,0.00001186,-0.00001186,0,0.042600,,,0,1.440,2.020,-0.170,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.01463,0.00085,-0.00066,0,,,,,,,,,,,,,570.8350000,7.3510000,-7.1700000,2014-11-18
Kepler-1414 b,1,1,Transit,2016,3.51577278,0.00001390,-0.00001390,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.8350000,7.3510000,-7.1700000,2019-04-16
Kepler-1415 b,1,1,Transit,2016,0.63642408,0.00000160,-0.00000160,0,0.014400,,,0,1.330,0.420,-0.090,0,,,,,,,,,,,,,,,,,0.000000,,,0,85.940,,,0,0.01373,0.00087,-0.00062,0,,,,,,,,,,,,,1043.5600000,40.6000000,-37.7100000,2014-11-18
Kepler-1415 b,1,1,Transit,2016,0.63642408,0.00000160,-0.00000160,0,0.014400,,,0,1.330,0.420,-0.090,0,,,,,,,,,,,,,,,,,0.000000,,,0,85.940,,,0,0.01373,0.00087,-0.00062,0,,,,,,,,,,,,,1043.5600000,40.6000000,-37.7100000,2014-11-21
Kepler-1415 b,1,1,Transit,2016,0.63642408,0.00000160,-0.00000160,0,,,,,1.290,0.120,-0.080,0,0.115,0.011,-0.007,0,,,,,,,,,,,,,,,,,,,,,0.01373,0.00087,-0.00062,0,,,,,,,,,,,,,1043.5600000,40.6000000,-37.7100000,2016-05-06
Kepler-1415 b,1,1,Transit,2016,,,,,,,,,1.214,0.088,-0.110,0,0.108,0.008,-0.010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.5600000,40.6000000,-37.7100000,2018-09-04
Kepler-1415 b,1,1,Transit,2016,0.63642550,0.00000280,-0.00000280,0,0.013000,,,0,1.400,1.200,-1.200,0,,,,,,,,,,,,,,,,,0.000000,,,0,59.010,,,0,0.01690,0.00680,-0.00680,0,,,,,,,,,,,,,1043.5600000,40.6000000,-37.7100000,2013-10-28
Kepler-1415 b,1,1,Transit,2016,0.63642485,0.00000152,-0.00000152,0,0.014400,,,0,1.310,0.270,-0.090,0,,,,,,,,,,,,,,,,,0.000000,,,0,86.330,,,0,0.01353,0.00044,-0.00091,0,,,,,,,,,,,,,1043.5600000,40.6000000,-37.7100000,2017-05-08
Kepler-1415 b,1,1,Transit,2016,0.63642405,0.00000111,-0.00000111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.5600000,40.6000000,-37.7100000,2019-04-16
Kepler-1415 b,1,1,Transit,2016,0.63642485,0.00000152,-0.00000152,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,1043.5600000,40.6000000,-37.7100000,2018-09-25
Kepler-1415 b,1,1,Transit,2016,0.63642408,0.00000160,-0.00000160,0,0.014400,,,0,1.330,0.420,-0.090,0,,,,,,,,,,,,,,,,,0.000000,,,0,85.940,,,0,0.01373,0.00087,-0.00062,0,,,,,,,,,,,,,1043.5600000,40.6000000,-37.7100000,2015-08-25
Kepler-1416 b,1,1,Transit,2016,1.49515000,0.00001900,-0.00001900,0,0.025000,,,0,1.200,0.460,-0.460,0,,,,,,,,,,,,,,,,,0.000000,,,0,40.110,,,0,0.00946,0.00079,-0.00079,0,,,,,,,,,,,,,949.5900000,16.9155000,-16.9155000,2013-10-28
Kepler-1416 b,1,1,Transit,2016,1.49515130,0.00001197,-0.00001197,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,949.5900000,16.9155000,-16.9155000,2018-09-25
Kepler-1416 b,1,1,Transit,2016,1.49514952,0.00001069,-0.00001069,0,0.024800,,,0,0.860,0.290,-0.180,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.00673,0.00043,-0.00027,0,,,,,,,,,,,,,949.5900000,16.9155000,-16.9155000,2014-11-21
Kepler-1416 b,1,1,Transit,2016,1.49514952,0.00001069,-0.00001069,0,0.024800,,,0,0.860,0.290,-0.180,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.00673,0.00043,-0.00027,0,,,,,,,,,,,,,949.5900000,16.9155000,-16.9155000,2015-08-25
Kepler-1416 b,1,1,Transit,2016,1.49514952,0.00001069,-0.00001069,0,0.024800,,,0,0.860,0.290,-0.180,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.00673,0.00043,-0.00027,0,,,,,,,,,,,,,949.5900000,16.9155000,-16.9155000,2014-11-18
Kepler-1416 b,1,1,Transit,2016,1.49515130,0.00001197,-0.00001197,0,0.025700,,,0,1.440,0.230,-0.320,0,,,,,,,,,,,,,,,,,0.000000,,,0,42.380,,,0,0.00906,0.00002,-0.00258,0,,,,,,,,,,,,,949.5900000,16.9155000,-16.9155000,2017-05-08
Kepler-1416 b,1,1,Transit,2016,1.49514952,0.00001069,-0.00001069,0,,,,,0.880,0.330,-0.140,0,0.079,0.029,-0.012,0,,,,,,,,,,,,,,,,,,,,,0.00673,0.00043,-0.00027,0,,,,,,,,,,,,,949.5900000,16.9155000,-16.9155000,2016-05-06
Kepler-1416 b,1,1,Transit,2016,,,,,,,,,1.379,0.064,-0.398,0,0.123,0.006,-0.036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.5900000,16.9155000,-16.9155000,2018-09-04
Kepler-1417 b,1,1,Transit,2016,,,,,,,,,1.592,0.104,-0.093,0,0.142,0.009,-0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.8450000,16.7590000,-16.7590000,2018-09-04
Kepler-1417 b,1,1,Transit,2016,20.35052130,0.00030370,-0.00030370,0,0.143100,,,0,1.000,0.370,-0.130,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.240,,,0,0.00915,0.00028,-0.00055,0,,,,,,,,,,,,,991.8450000,16.7590000,-16.7590000,2014-11-21
Kepler-1417 b,1,1,Transit,2016,20.35094013,0.00026237,-0.00026237,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.8450000,16.7590000,-16.7590000,2019-04-16
Kepler-1417 b,1,1,Transit,2016,20.35047040,0.00026230,-0.00026230,0,0.143100,,,0,1.010,0.290,-0.150,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.480,,,0,0.00925,0.00043,-0.00036,0,,,,,,,,,,,,,991.8450000,16.7590000,-16.7590000,2017-05-08
Kepler-1417 b,1,1,Transit,2016,20.35052130,0.00030370,-0.00030370,0,,,,,1.000,0.200,-0.110,0,0.089,0.018,-0.010,0,,,,,,,,,,,,,,,,,,,,,0.00915,0.00028,-0.00055,0,,,,,,,,,,,,,991.8450000,16.7590000,-16.7590000,2016-05-06
Kepler-1417 b,1,1,Transit,2016,20.35045000,0.00034000,-0.00034000,0,0.146000,,,0,1.050,0.640,-0.640,0,,,,,,,,,,,,,,,,,0.000000,,,0,87.090,,,0,0.00930,0.00380,-0.00380,0,,,,,,,,,,,,,991.8450000,16.7590000,-16.7590000,2013-10-28
Kepler-1417 b,1,1,Transit,2016,20.35052130,0.00030370,-0.00030370,0,0.143100,,,0,1.000,0.370,-0.130,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.240,,,0,0.00915,0.00028,-0.00055,0,,,,,,,,,,,,,991.8450000,16.7590000,-16.7590000,2015-08-25
Kepler-1417 b,1,1,Transit,2016,20.35047040,0.00026230,-0.00026230,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,991.8450000,16.7590000,-16.7590000,2018-09-25
Kepler-1417 b,1,1,Transit,2016,20.35052130,0.00030370,-0.00030370,0,0.143100,,,0,1.000,0.370,-0.130,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.240,,,0,0.00915,0.00028,-0.00055,0,,,,,,,,,,,,,991.8450000,16.7590000,-16.7590000,2014-11-18
Kepler-1418 b,1,1,Transit,2016,22.47641861,0.00014769,-0.00014769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-16
Kepler-1418 b,1,1,Transit,2016,22.47659520,0.00020400,-0.00020400,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,2018-09-25
Kepler-1418 b,1,1,Transit,2016,22.47659520,0.00020400,-0.00020400,0,0.131000,,,0,1.210,0.120,-0.090,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.800,,,0,0.01962,0.00120,-0.00112,0,,,,,,,,,,,,,,,,2017-05-08
Kepler-1418 b,1,1,Transit,2016,22.47697000,0.00022000,-0.00022000,0,0.138000,,,0,1.380,0.660,-0.660,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02060,0.00990,-0.00990,0,,,,,,,,,,,,,,,,2013-10-28
Kepler-1418 b,1,1,Transit,2016,22.47633948,0.00001174,-0.00001174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-26
Kepler-1418 b,1,1,Transit,2016,22.47644250,0.00017470,-0.00017470,0,0.130900,,,0,1.320,0.120,-0.090,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.02129,0.00073,-0.00141,0,,,,,,,,,,,,,,,,2014-11-21
Kepler-1418 b,1,1,Transit,2016,22.47644250,0.00017470,-0.00017470,0,0.130900,,,0,1.320,0.120,-0.090,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.02129,0.00073,-0.00141,0,,,,,,,,,,,,,,,,2014-11-18
Kepler-1418 b,1,1,Transit,2016,22.47644250,0.00017470,-0.00017470,0,,,,,1.660,0.080,-0.140,0,0.148,0.007,-0.012,0,,,,,,,,,,,,,,,,,,,,,0.02129,0.00073,-0.00141,0,,,,,,,,,,,,,,,,2016-05-06
Kepler-1418 b,1,1,Transit,2016,22.47644250,0.00017470,-0.00017470,0,0.130900,,,0,1.320,0.120,-0.090,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.02129,0.00073,-0.00141,0,,,,,,,,,,,,,,,,2015-08-25
Kepler-1419 b,1,1,Transit,2016,42.52158950,0.00050320,-0.00050320,0,,,,,2.860,0.660,-0.290,0,0.255,0.059,-0.026,0,,,,,,,,,,,,,,,,,,,,,0.02602,0.00167,-0.00073,0,,,,,,,,,,,,,1498.5800000,84.1000000,-75.7500000,2016-05-06
Kepler-1419 b,1,1,Transit,2016,42.52146000,0.00058000,-0.00058000,0,0.239000,,,0,2.600,1.500,-1.500,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.02600,0.01100,-0.01100,0,,,,,,,,,,,,,1498.5800000,84.1000000,-75.7500000,2013-10-28
Kepler-1419 b,1,1,Transit,2016,42.52152413,0.00001523,-0.00001523,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.5800000,84.1000000,-75.7500000,2016-07-26
Kepler-1419 b,1,1,Transit,2016,,,,,,,,,2.807,0.287,-0.297,0,0.250,0.026,-0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.5800000,84.1000000,-75.7500000,2018-09-04
Kepler-1419 b,1,1,Transit,2016,42.52170060,0.00059420,-0.00059420,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,1498.5800000,84.1000000,-75.7500000,2018-09-25
Kepler-1419 b,1,1,Transit,2016,42.52296703,0.00040463,-0.00040463,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.5800000,84.1000000,-75.7500000,2019-04-16
Kepler-1419 b,1,1,Transit,2016,42.52170060,0.00059420,-0.00059420,0,0.239100,,,0,2.450,0.750,-0.250,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.440,,,0,0.02453,0.00070,-0.00146,0,,,,,,,,,,,,,1498.5800000,84.1000000,-75.7500000,2017-05-08
Kepler-1419 b,1,1,Transit,2016,42.52158950,0.00050320,-0.00050320,0,0.239100,,,0,2.600,1.030,-0.220,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02602,0.00167,-0.00073,0,,,,,,,,,,,,,1498.5800000,84.1000000,-75.7500000,2015-08-25
Kepler-1419 b,1,1,Transit,2016,42.52158950,0.00050320,-0.00050320,0,0.239100,,,0,2.600,1.030,-0.220,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02602,0.00167,-0.00073,0,,,,,,,,,,,,,1498.5800000,84.1000000,-75.7500000,2014-11-21
Kepler-1419 b,1,1,Transit,2016,42.52158950,0.00050320,-0.00050320,0,0.239100,,,0,2.600,1.030,-0.220,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02602,0.00167,-0.00073,0,,,,,,,,,,,,,1498.5800000,84.1000000,-75.7500000,2014-11-18
