pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,sy_dist,sy_disterr1,sy_disterr2,rowupdate
Kepler-1060 b,1,1,Transit,2016,46.87767240,0.00031070,-0.00031070,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,946.5650000,20.8270000,-19.9630000,2018-09-25
Kepler-1060 b,1,1,Transit,2016,46.87793670,0.00030500,-0.00030500,0,0.238000,,,0,2.390,0.930,-0.390,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.810,,,0,0.02249,0.00005,-0.00120,0,,,,,,,,,,,,,946.5650000,20.8270000,-19.9630000,2015-08-25
Kepler-1060 b,1,1,Transit,2016,46.87793670,0.00030500,-0.00030500,0,,,,,2.380,0.450,-0.290,0,0.212,0.040,-0.026,0,,,,,,,,,,,,,,,,,,,,,0.02249,0.00005,-0.00120,0,,,,,,,,,,,,,946.5650000,20.8270000,-19.9630000,2016-05-06
Kepler-1060 b,1,1,Transit,2016,46.87827068,0.00000734,-0.00000734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.5650000,20.8270000,-19.9630000,2016-07-26
Kepler-1060 b,1,1,Transit,2016,46.87793670,0.00030500,-0.00030500,0,0.238000,,,0,2.390,0.930,-0.390,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.810,,,0,0.02249,0.00005,-0.00120,0,,,,,,,,,,,,,946.5650000,20.8270000,-19.9630000,2014-11-21
Kepler-1060 b,1,1,Transit,2016,46.87882000,0.00100000,-0.00100000,0,0.250000,,,0,2.300,0.960,-0.960,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.810,,,0,0.02026,0.00052,-0.00052,0,,,,,,,,,,,,,946.5650000,20.8270000,-19.9630000,2013-10-28
Kepler-1060 b,1,1,Transit,2016,,,,,,,,,3.034,0.323,-0.420,0,0.271,0.029,-0.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.5650000,20.8270000,-19.9630000,2018-09-04
Kepler-1061 b,1,1,Transit,2016,2.75800600,0.00001400,-0.00001400,0,0.041000,,,0,1.940,0.510,-0.510,0,,,,,,,,,,,,,,,,,0.000000,,,0,87.090,,,0,0.01365,0.00029,-0.00029,0,,,,,,,,,,,,,543.3750000,4.3910000,-4.3230000,2013-10-28
Kepler-1061 b,1,1,Transit,2016,2.75800485,0.00000364,-0.00000364,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.3750000,4.3910000,-4.3230000,2019-04-16
Kepler-1061 b,1,1,Transit,2016,,,,,,,,,1.692,0.076,-0.261,0,0.151,0.007,-0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.3750000,4.3910000,-4.3230000,2018-09-04
Kepler-1061 b,1,1,Transit,2016,2.75797905,0.00000175,-0.00000175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.3750000,4.3910000,-4.3230000,2016-07-26
Kepler-1061 b,1,1,Transit,2016,2.75798267,0.00000388,-0.00000388,0,0.039500,,,0,2.240,1.360,-0.300,0,,,,,,,,,,,,,,,,,0.000000,,,0,73.340,,,0,0.01726,0.00041,-0.00306,0,,,,,,,,,,,,,543.3750000,4.3910000,-4.3230000,2015-08-25
Kepler-1061 b,1,1,Transit,2016,2.75797738,0.00000928,-0.00000928,0,0.038400,,,0,1.690,0.250,-0.130,0,,,,,,,,,,,,,,,,,0.000000,,,0,80.180,,,0,0.01548,0.00021,-0.00230,0,,,,,,,,,,,,,543.3750000,4.3910000,-4.3230000,2017-05-08
Kepler-1061 b,1,1,Transit,2016,2.75798267,0.00000388,-0.00000388,0,,,,,1.980,0.110,-0.370,0,0.177,0.010,-0.033,0,,,,,,,,,,,,,,,,,,,,,0.01726,0.00041,-0.00306,0,,,,,,,,,,,,,543.3750000,4.3910000,-4.3230000,2016-05-06
Kepler-1061 b,1,1,Transit,2016,2.75798267,0.00000388,-0.00000388,0,0.039500,,,0,2.240,1.360,-0.300,0,,,,,,,,,,,,,,,,,0.000000,,,0,73.340,,,0,0.01726,0.00041,-0.00306,0,,,,,,,,,,,,,543.3750000,4.3910000,-4.3230000,2014-11-18
Kepler-1061 b,1,1,Transit,2016,2.75798267,0.00000388,-0.00000388,0,0.039500,,,0,2.240,1.360,-0.300,0,,,,,,,,,,,,,,,,,0.000000,,,0,73.340,,,0,0.01726,0.00041,-0.00306,0,,,,,,,,,,,,,543.3750000,4.3910000,-4.3230000,2014-11-21
Kepler-1061 b,1,1,Transit,2016,2.75797738,0.00000928,-0.00000928,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,543.3750000,4.3910000,-4.3230000,2018-09-25
Kepler-1062 b,1,1,Transit,2016,9.30412078,0.00002394,-0.00002394,0,0.074800,,,0,1.640,0.120,-0.160,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.02278,0.00085,-0.00090,0,,,,,,,,,,,,,397.4550000,3.6320000,-3.5690000,2014-11-21
Kepler-1062 b,1,1,Transit,2016,,,,,,,,,1.851,0.139,-0.189,0,0.165,0.012,-0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.4550000,3.6320000,-3.5690000,2018-09-04
Kepler-1062 b,1,1,Transit,2016,9.30414969,0.00000314,-0.00000314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.4550000,3.6320000,-3.5690000,2016-07-26
Kepler-1062 b,1,1,Transit,2016,9.30413878,0.00002541,-0.00002541,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,397.4550000,3.6320000,-3.5690000,2018-09-25
Kepler-1062 b,1,1,Transit,2016,9.30419319,0.00002389,-0.00002389,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.4550000,3.6320000,-3.5690000,2019-04-16
Kepler-1062 b,1,1,Transit,2016,9.30423600,0.00006400,-0.00006400,0,0.074000,,,0,1.580,0.440,-0.440,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.810,,,0,0.02460,0.00680,-0.00680,0,,,,,,,,,,,,,397.4550000,3.6320000,-3.5690000,2013-10-28
Kepler-1062 b,1,1,Transit,2016,9.30412078,0.00002394,-0.00002394,0,,,,,1.760,0.090,-0.100,0,0.157,0.008,-0.009,0,,,,,,,,,,,,,,,,,,,,,0.02278,0.00085,-0.00090,0,,,,,,,,,,,,,397.4550000,3.6320000,-3.5690000,2016-05-06
Kepler-1062 b,1,1,Transit,2016,9.30413878,0.00002541,-0.00002541,0,0.074800,,,0,1.670,0.120,-0.160,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.160,,,0,0.02323,0.00017,-0.00177,0,,,,,,,,,,,,,397.4550000,3.6320000,-3.5690000,2017-05-08
Kepler-1062 b,1,1,Transit,2016,9.30412078,0.00002394,-0.00002394,0,0.074800,,,0,1.640,0.120,-0.160,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.02278,0.00085,-0.00090,0,,,,,,,,,,,,,397.4550000,3.6320000,-3.5690000,2014-11-18
Kepler-1062 b,1,1,Transit,2016,9.30412078,0.00002394,-0.00002394,0,0.074800,,,0,1.640,0.120,-0.160,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.02278,0.00085,-0.00090,0,,,,,,,,,,,,,397.4550000,3.6320000,-3.5690000,2015-08-25
Kepler-1064 b,1,1,Transit,2016,16.54077825,0.00000302,-0.00000302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-26
Kepler-1064 b,1,1,Transit,2016,16.54080322,0.00004111,-0.00004111,0,0.112600,,,0,1.260,0.190,-0.080,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.01797,0.00061,-0.00040,0,,,,,,,,,,,,,,,,2014-11-18
Kepler-1064 b,1,1,Transit,2016,16.54081386,0.00004043,-0.00004043,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,2018-09-25
Kepler-1064 b,1,1,Transit,2016,16.54080322,0.00004111,-0.00004111,0,0.112600,,,0,1.260,0.190,-0.080,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.01797,0.00061,-0.00040,0,,,,,,,,,,,,,,,,2015-08-25
Kepler-1064 b,1,1,Transit,2016,16.54080322,0.00004111,-0.00004111,0,,,,,1.550,0.070,-0.050,0,0.138,0.006,-0.004,0,,,,,,,,,,,,,,,,,,,,,0.01797,0.00061,-0.00040,0,,,,,,,,,,,,,,,,2016-05-06
Kepler-1064 b,1,1,Transit,2016,16.54081386,0.00004043,-0.00004043,0,0.118300,,,0,1.570,0.100,-0.080,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.920,,,0,0.01872,0.00307,-0.00152,0,,,,,,,,,,,,,,,,2017-05-08
Kepler-1064 b,1,1,Transit,2016,16.54091000,0.00016000,-0.00016000,0,0.119000,,,0,1.510,0.600,-0.600,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.810,,,0,0.01930,0.00420,-0.00420,0,,,,,,,,,,,,,,,,2013-10-28
Kepler-1064 b,1,1,Transit,2016,16.54077478,0.00007552,-0.00007552,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-16
Kepler-1064 b,1,1,Transit,2016,16.54080322,0.00004111,-0.00004111,0,0.112600,,,0,1.260,0.190,-0.080,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.01797,0.00061,-0.00040,0,,,,,,,,,,,,,,,,2014-11-21
Kepler-1066 b,1,1,Transit,2016,1.93155971,0.00000048,-0.00000048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.2510000,2.5360000,-2.4990000,2016-07-26
Kepler-1066 b,1,1,Transit,2016,1.93155757,0.00000082,-0.00000082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.2510000,2.5360000,-2.4990000,2019-04-16
Kepler-1066 b,1,1,Transit,2016,1.93155984,0.00000157,-0.00000157,0,0.028400,,,0,2.550,1.000,-0.500,0,,,,,,,,,,,,,,,,,0.000000,,,0,83.080,,,0,0.02227,0.00051,-0.00190,0,,,,,,,,,,,,,344.2510000,2.5360000,-2.4990000,2015-08-25
Kepler-1066 b,1,1,Transit,2016,1.93155546,0.00001502,-0.00001502,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,344.2510000,2.5360000,-2.4990000,2018-09-25
Kepler-1066 b,1,1,Transit,2016,1.93155546,0.00001502,-0.00001502,0,0.029900,,,0,2.250,0.260,-0.090,0,,,,,,,,,,,,,,,,,0.000000,,,0,80.370,,,0,0.02398,0.00565,-0.00428,0,,,,,,,,,,,,,344.2510000,2.5360000,-2.4990000,2017-05-08
Kepler-1066 b,1,1,Transit,2016,1.93155984,0.00000157,-0.00000157,0,0.028400,,,0,2.550,1.000,-0.500,0,,,,,,,,,,,,,,,,,0.000000,,,0,83.080,,,0,0.02227,0.00051,-0.00190,0,,,,,,,,,,,,,344.2510000,2.5360000,-2.4990000,2014-11-21
Kepler-1066 b,1,1,Transit,2016,1.93155984,0.00000157,-0.00000157,0,,,,,2.360,0.500,-0.330,0,0.211,0.045,-0.029,0,,,,,,,,,,,,,,,,,,,,,0.02227,0.00051,-0.00190,0,,,,,,,,,,,,,344.2510000,2.5360000,-2.4990000,2016-05-06
Kepler-1066 b,1,1,Transit,2016,,,,,,,,,2.254,0.539,-0.413,0,0.201,0.048,-0.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.2510000,2.5360000,-2.4990000,2018-09-04
Kepler-1066 b,1,1,Transit,2016,1.93155984,0.00000157,-0.00000157,0,0.028400,,,0,2.550,1.000,-0.500,0,,,,,,,,,,,,,,,,,0.000000,,,0,83.080,,,0,0.02227,0.00051,-0.00190,0,,,,,,,,,,,,,344.2510000,2.5360000,-2.4990000,2014-11-18
Kepler-1066 b,1,1,Transit,2016,1.93156350,0.00000730,-0.00000730,0,0.029000,,,0,2.640,0.950,-0.950,0,,,,,,,,,,,,,,,,,0.000000,,,0,82.510,,,0,0.02180,0.00100,-0.00100,0,,,,,,,,,,,,,344.2510000,2.5360000,-2.4990000,2013-10-28
Kepler-1067 b,1,1,Transit,2016,0.76212926,0.00000273,-0.00000273,0,0.015800,,,0,0.700,0.230,-0.050,0,,,,,,,,,,,,,,,,,0.000000,,,0,86.520,,,0,0.00778,0.00053,-0.00035,0,,,,,,,,,,,,,667.6930000,8.3250000,-8.1260000,2014-11-18
Kepler-1067 b,1,1,Transit,2016,,,,,,,,,0.734,0.085,-0.046,0,0.065,0.008,-0.004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.6930000,8.3250000,-8.1260000,2018-09-04
Kepler-1067 b,1,1,Transit,2016,0.76213231,0.00000380,-0.00000380,0,0.016200,,,0,0.750,0.110,-0.040,0,,,,,,,,,,,,,,,,,0.000000,,,0,84.880,,,0,0.00738,0.00078,-0.00034,0,,,,,,,,,,,,,667.6930000,8.3250000,-8.1260000,2017-05-08
Kepler-1067 b,1,1,Transit,2016,0.76213231,0.00000380,-0.00000380,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,667.6930000,8.3250000,-8.1260000,2018-09-25
Kepler-1067 b,1,1,Transit,2016,0.76212926,0.00000273,-0.00000273,0,,,,,0.800,0.120,-0.060,0,0.071,0.011,-0.005,0,,,,,,,,,,,,,,,,,,,,,0.00778,0.00053,-0.00035,0,,,,,,,,,,,,,667.6930000,8.3250000,-8.1260000,2016-05-06
Kepler-1067 b,1,1,Transit,2016,0.76212926,0.00000273,-0.00000273,0,0.015800,,,0,0.700,0.230,-0.050,0,,,,,,,,,,,,,,,,,0.000000,,,0,86.520,,,0,0.00778,0.00053,-0.00035,0,,,,,,,,,,,,,667.6930000,8.3250000,-8.1260000,2014-11-21
Kepler-1067 b,1,1,Transit,2016,0.76212926,0.00000273,-0.00000273,0,0.015800,,,0,0.700,0.230,-0.050,0,,,,,,,,,,,,,,,,,0.000000,,,0,86.520,,,0,0.00778,0.00053,-0.00035,0,,,,,,,,,,,,,667.6930000,8.3250000,-8.1260000,2015-08-25
Kepler-1067 b,1,1,Transit,2016,0.76212989,0.00000134,-0.00000134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.6930000,8.3250000,-8.1260000,2019-04-16
Kepler-1068 b,1,1,Transit,2016,16.92342940,0.00005907,-0.00005907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.6100000,74.3900000,-67.6900000,2019-04-16
Kepler-1068 b,1,1,Transit,2016,16.92342126,0.00005948,-0.00005948,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,1473.6100000,74.3900000,-67.6900000,2018-09-25
Kepler-1068 b,1,1,Transit,2016,16.92344113,0.00005446,-0.00005446,0,,,,,3.630,0.890,-0.370,0,0.324,0.079,-0.033,0,,,,,,,,,,,,,,,,,,,,,0.03281,0.00096,-0.00047,0,,,,,,,,,,,,,1473.6100000,74.3900000,-67.6900000,2016-05-06
Kepler-1068 b,1,1,Transit,2016,,,,,,,,,3.470,0.726,-0.253,0,0.310,0.065,-0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.6100000,74.3900000,-67.6900000,2018-09-04
Kepler-1068 b,1,1,Transit,2016,16.92333000,0.00023000,-0.00023000,0,0.132000,,,0,3.400,1.100,-1.100,0,,,,,,,,,,,,,,,,,0.000000,,,0,87.660,,,0,0.03300,0.00280,-0.00280,0,,,,,,,,,,,,,1473.6100000,74.3900000,-67.6900000,2013-10-28
Kepler-1068 b,1,1,Transit,2016,16.92344113,0.00005446,-0.00005446,0,0.134000,,,0,3.630,1.790,-0.320,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.03281,0.00096,-0.00047,0,,,,,,,,,,,,,1473.6100000,74.3900000,-67.6900000,2015-08-25
Kepler-1068 b,1,1,Transit,2016,16.92339149,0.00000376,-0.00000376,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.6100000,74.3900000,-67.6900000,2016-07-26
Kepler-1068 b,1,1,Transit,2016,16.92342126,0.00005948,-0.00005948,0,0.130900,,,0,3.400,0.500,-0.220,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.930,,,0,0.03141,0.00616,-0.00094,0,,,,,,,,,,,,,1473.6100000,74.3900000,-67.6900000,2017-05-08
Kepler-1068 b,1,1,Transit,2016,16.92344113,0.00005446,-0.00005446,0,0.134000,,,0,3.630,1.790,-0.320,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.03281,0.00096,-0.00047,0,,,,,,,,,,,,,1473.6100000,74.3900000,-67.6900000,2014-11-21
Kepler-1068 b,1,1,Transit,2016,16.92344113,0.00005446,-0.00005446,0,0.134000,,,0,3.630,1.790,-0.320,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.03281,0.00096,-0.00047,0,,,,,,,,,,,,,1473.6100000,74.3900000,-67.6900000,2014-11-18
Kepler-1069 b,1,1,Transit,2016,23.89920000,0.00071000,-0.00071000,0,0.166000,,,0,2.210,0.540,-0.540,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.01653,0.00033,-0.00033,0,,,,,,,,,,,,,695.9670000,6.4340000,-6.3190000,2013-10-28
Kepler-1069 b,1,1,Transit,2016,23.89900750,0.00012810,-0.00012810,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,695.9670000,6.4340000,-6.3190000,2018-09-25
Kepler-1069 b,1,1,Transit,2016,23.89900750,0.00012810,-0.00012810,0,0.168500,,,0,3.260,0.570,-0.860,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.240,,,0,0.01546,0.00040,-0.00025,0,,,,,,,,,,,,,695.9670000,6.4340000,-6.3190000,2017-05-08
Kepler-1069 b,1,1,Transit,2016,23.89902960,0.00014970,-0.00014970,0,0.163200,,,0,2.020,0.850,-0.380,0,,,,,,,,,,,,,,,,,0.000000,,,0,87.090,,,0,0.01537,0.00122,-0.00049,0,,,,,,,,,,,,,695.9670000,6.4340000,-6.3190000,2014-11-21
Kepler-1069 b,1,1,Transit,2016,23.89836084,0.00011778,-0.00011778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.9670000,6.4340000,-6.3190000,2019-04-16
Kepler-1069 b,1,1,Transit,2016,23.89882644,0.00000965,-0.00000965,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.9670000,6.4340000,-6.3190000,2016-07-26
Kepler-1069 b,1,1,Transit,2016,,,,,,,,,2.696,0.136,-0.118,0,0.241,0.012,-0.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.9670000,6.4340000,-6.3190000,2018-09-04
Kepler-1069 b,1,1,Transit,2016,23.89902960,0.00014970,-0.00014970,0,0.163200,,,0,2.020,0.850,-0.380,0,,,,,,,,,,,,,,,,,0.000000,,,0,87.090,,,0,0.01537,0.00122,-0.00049,0,,,,,,,,,,,,,695.9670000,6.4340000,-6.3190000,2015-08-25
Kepler-1069 b,1,1,Transit,2016,23.89902960,0.00014970,-0.00014970,0,0.163200,,,0,2.020,0.850,-0.380,0,,,,,,,,,,,,,,,,,0.000000,,,0,87.090,,,0,0.01537,0.00122,-0.00049,0,,,,,,,,,,,,,695.9670000,6.4340000,-6.3190000,2014-11-18
Kepler-1069 b,1,1,Transit,2016,23.89902960,0.00014970,-0.00014970,0,,,,,1.600,0.310,-0.140,0,0.143,0.028,-0.012,0,,,,,,,,,,,,,,,,,,,,,0.01537,0.00122,-0.00049,0,,,,,,,,,,,,,695.9670000,6.4340000,-6.3190000,2016-05-06
Kepler-1070 b,1,1,Transit,2016,6.22161470,0.00001944,-0.00001944,0,0.070800,,,0,1.790,0.990,-0.340,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.01211,0.00042,-0.00023,0,,,,,,,,,,,,,939.0010000,11.6915000,-11.6915000,2014-11-21
Kepler-1070 b,1,1,Transit,2016,6.22163200,0.00006700,-0.00006700,0,0.071000,,,0,1.720,0.700,-0.700,0,,,,,,,,,,,,,,,,,0.000000,,,0,87.660,,,0,0.01260,0.00072,-0.00072,0,,,,,,,,,,,,,939.0010000,11.6915000,-11.6915000,2013-10-28
Kepler-1070 b,1,1,Transit,2016,6.22161107,0.00002049,-0.00002049,0,0.069300,,,0,1.590,0.270,-0.090,0,,,,,,,,,,,,,,,,,0.000000,,,0,83.970,,,0,0.01326,0.00012,-0.00153,0,,,,,,,,,,,,,939.0010000,11.6915000,-11.6915000,2017-05-08
Kepler-1070 b,1,1,Transit,2016,6.22160003,0.00000610,-0.00000610,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.0010000,11.6915000,-11.6915000,2016-07-26
Kepler-1070 b,1,1,Transit,2016,6.22161107,0.00002049,-0.00002049,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,939.0010000,11.6915000,-11.6915000,2018-09-25
Kepler-1070 b,1,1,Transit,2016,6.22156151,0.00003118,-0.00003118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.0010000,11.6915000,-11.6915000,2019-04-16
Kepler-1070 b,1,1,Transit,2016,6.22161470,0.00001944,-0.00001944,0,,,,,1.730,0.810,-0.250,0,0.154,0.072,-0.022,0,,,,,,,,,,,,,,,,,,,,,0.01211,0.00042,-0.00023,0,,,,,,,,,,,,,939.0010000,11.6915000,-11.6915000,2016-05-06
Kepler-1070 b,1,1,Transit,2016,6.22161470,0.00001944,-0.00001944,0,0.070800,,,0,1.790,0.990,-0.340,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.01211,0.00042,-0.00023,0,,,,,,,,,,,,,939.0010000,11.6915000,-11.6915000,2015-08-25
Kepler-1070 b,1,1,Transit,2016,,,,,,,,,1.760,0.081,-0.217,0,0.157,0.007,-0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.0010000,11.6915000,-11.6915000,2018-09-04
Kepler-1070 b,1,1,Transit,2016,6.22161470,0.00001944,-0.00001944,0,0.070800,,,0,1.790,0.990,-0.340,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.380,,,0,0.01211,0.00042,-0.00023,0,,,,,,,,,,,,,939.0010000,11.6915000,-11.6915000,2014-11-18
Kepler-1071 b,1,1,Transit,2016,6.17999328,0.00001586,-0.00001586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.2700000,46.8370000,-46.8370000,2019-04-16
Kepler-1071 b,1,1,Transit,2016,6.18000073,0.00000312,-0.00000312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.2700000,46.8370000,-46.8370000,2016-07-26
Kepler-1071 b,1,1,Transit,2016,6.17998440,0.00001367,-0.00001367,0,0.053300,,,0,1.470,0.070,-0.080,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.240,,,0,0.02729,0.00001,-0.00127,0,,,,,,,,,,,,,1042.2700000,46.8370000,-46.8370000,2014-11-21
Kepler-1071 b,1,1,Transit,2016,6.17998440,0.00001367,-0.00001367,0,0.053300,,,0,1.470,0.070,-0.080,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.240,,,0,0.02729,0.00001,-0.00127,0,,,,,,,,,,,,,1042.2700000,46.8370000,-46.8370000,2014-11-18
Kepler-1071 b,1,1,Transit,2016,,,,,,,,,2.425,0.201,-0.171,0,0.216,0.018,-0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.2700000,46.8370000,-46.8370000,2018-09-04
Kepler-1071 b,1,1,Transit,2016,6.17998508,0.00001553,-0.00001553,0,0.061500,,,0,2.120,0.140,-0.110,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.560,,,0,0.02458,0.00106,-0.00064,0,,,,,,,,,,,,,1042.2700000,46.8370000,-46.8370000,2017-05-08
Kepler-1071 b,1,1,Transit,2016,6.17998508,0.00001553,-0.00001553,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,1042.2700000,46.8370000,-46.8370000,2018-09-25
Kepler-1071 b,1,1,Transit,2016,6.18001300,0.00003600,-0.00003600,0,0.061000,,,0,1.740,0.130,-0.130,0,,,,,,,,,,,,,,,,,0.000000,,,0,89.950,,,0,0.02250,0.00140,-0.00140,0,,,,,,,,,,,,,1042.2700000,46.8370000,-46.8370000,2013-10-28
Kepler-1071 b,1,1,Transit,2016,6.17998440,0.00001367,-0.00001367,0,0.053300,,,0,1.470,0.070,-0.080,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.240,,,0,0.02729,0.00001,-0.00127,0,,,,,,,,,,,,,1042.2700000,46.8370000,-46.8370000,2015-08-25
Kepler-1071 b,1,1,Transit,2016,6.17998440,0.00001367,-0.00001367,0,,,,,2.380,0.070,-0.140,0,0.212,0.006,-0.012,0,,,,,,,,,,,,,,,,,,,,,0.02729,0.00001,-0.00127,0,,,,,,,,,,,,,1042.2700000,46.8370000,-46.8370000,2016-05-06
Kepler-1072 b,1,1,Transit,2016,,,,,,,,,1.627,0.090,-0.078,0,0.145,0.008,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.7160000,14.8705000,-14.8705000,2018-09-04
Kepler-1072 b,1,1,Transit,2016,1.56906650,0.00000290,-0.00000290,0,0.028200,,,0,1.400,0.920,-0.150,0,,,,,,,,,,,,,,,,,0.000000,,,0,88.240,,,0,0.01131,0.00033,-0.00012,0,,,,,,,,,,,,,982.7160000,14.8705000,-14.8705000,2015-08-25
