pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,sy_dist
Kepler-62 c,1,5,Transit,2013,4.00000,0.01300,,0.000000,300.8740000
Kepler-62 d,1,5,Transit,2013,14.00000,0.04400,,0.000000,300.8740000
Kepler-62 e,1,5,Transit,2013,36.00000,0.11300,,0.000000,300.8740000
Kepler-62 f,1,5,Transit,2013,35.00000,0.11000,,0.000000,300.8740000
Kepler-620 b,1,1,Transit,2016,11.00000,0.03460,1.650000,0.000000,1355.2800000
Kepler-621 b,1,1,Transit,2016,5.90000,0.01860,2.660000,0.000000,389.0000000
Kepler-622 b,1,1,Transit,2016,5.18000,0.01630,2.950000,0.000000,284.7610000
Kepler-623 b,1,1,Transit,2016,9.32000,0.02930,1.880000,0.000000,737.7020000
Kepler-624 b,1,1,Transit,2016,5.95000,0.01870,2.650000,0.000000,748.1880000
Kepler-625 b,1,2,Transit,2016,4.62000,0.01450,3.220000,0.000000,760.7080000
Kepler-625 c,1,2,Transit,2016,1.16000,0.00364,5.510000,0.000000,760.7080000
Kepler-626 b,1,1,Transit,2016,5.86000,0.01840,2.680000,0.000000,635.6430000
Kepler-627 b,1,1,Transit,2016,13.40000,0.04220,1.420000,0.000000,984.3070000
Kepler-628 b,1,1,Transit,2016,53.20000,0.16800,0.493000,0.000000,897.9010000
Kepler-629 b,1,1,Transit,2016,2.48000,0.00780,5.190000,0.000000,372.0500000
Kepler-63 b,1,1,Transit,2013,120.00000,0.37800,3.000000,0.450000,194.0330000
Kepler-630 b,1,1,Transit,2016,10.20000,0.03220,1.740000,0.000000,839.7840000
Kepler-631 b,1,1,Transit,2016,8.75000,0.02750,1.970000,0.000000,761.9660000
Kepler-632 b,1,1,Transit,2016,5.52000,0.01740,2.810000,0.000000,349.0000000
Kepler-633 b,1,1,Transit,2016,3.29000,0.01040,4.170000,0.000000,933.3770000
Kepler-634 b,1,1,Transit,2016,4.23000,0.01330,3.440000,0.000000,888.0270000
Kepler-635 b,1,1,Transit,2016,7.46000,0.02350,2.230000,0.000000,1141.0800000
Kepler-637 b,1,1,Transit,2016,20.20000,0.06360,1.040000,0.000000,786.0910000
Kepler-638 b,1,1,Transit,2016,4.01000,0.01260,3.600000,0.000000,991.2140000
Kepler-639 b,1,1,Transit,2016,6.26000,0.01970,2.550000,0.000000,850.2420000
Kepler-640 b,1,1,Transit,2016,7.08000,0.02230,2.320000,0.000000,557.7870000
Kepler-641 b,1,1,Transit,2016,4.08000,0.01280,3.540000,0.000000,969.9180000
Kepler-642 b,1,1,Transit,2016,8.75000,0.02750,1.970000,0.000000,781.5820000
Kepler-643 b,1,1,Transit,2016,321.00830,1.01000,1.680000,0.370000,1063.5800000
Kepler-644 b,1,1,Transit,2016,10.10000,0.03170,1.780000,0.000000,1318.0500000
Kepler-645 b,1,1,Transit,2016,5.06000,0.01590,3.000000,0.000000,1173.5700000
Kepler-646 b,1,1,Transit,2016,4.62000,0.01450,3.220000,0.000000,451.7940000
Kepler-647 b,1,2,Transit,2016,1.71000,0.00537,5.870000,0.000000,1087.8700000
Kepler-647 c,1,2,Transit,2020,15.10000,0.04760,1.300000,0.000000,1087.8700000
Kepler-648 b,1,1,Transit,2016,10.50000,0.03290,1.730000,0.000000,636.0300000
Kepler-649 b,1,1,Transit,2016,5.73000,0.01800,2.730000,0.000000,513.7480000
Kepler-65 b,1,4,Transit,2012,2.40000,0.00760,4.400000,0.028000,303.7280000
Kepler-65 c,1,4,Transit,2012,5.40000,0.01700,1.640000,0.020000,303.7280000
Kepler-65 d,1,4,Transit,2012,4.14000,0.01300,5.700000,0.014000,303.7280000
Kepler-65 e,1,4,Radial Velocity,2019,260.00000,0.82000,0.532000,0.283000,303.7280000
Kepler-650 b,1,1,Transit,2016,9.06000,0.02850,1.920000,0.000000,884.3780000
Kepler-651 b,1,1,Transit,2016,6.21000,0.01950,2.560000,0.000000,509.4080000
Kepler-652 b,1,1,Transit,2016,6.76000,0.02130,2.410000,0.000000,394.5500000
Kepler-653 b,1,2,Transit,2016,4.46000,0.01400,3.310000,0.000000,595.6340000
Kepler-653 c,1,2,Transit,2016,0.39900,0.00126,4.620000,0.000000,595.6340000
Kepler-654 b,1,1,Transit,2016,4.94000,0.01550,3.060000,0.000000,974.1240000
Kepler-655 b,1,1,Transit,2016,7.80000,0.02450,2.150000,0.000000,752.5620000
Kepler-656 b,1,1,Transit,2016,9.91000,0.03120,1.790000,0.000000,890.3520000
Kepler-657 b,1,1,Transit,2016,12.20000,0.03830,1.540000,0.000000,1691.8800000
Kepler-658 b,1,1,Transit,2016,3.29000,0.01040,4.170000,0.000000,388.3840000
Kepler-659 b,1,1,Transit,2016,6.80000,0.02140,2.390000,0.000000,722.6400000
Kepler-66 b,1,1,Transit,2013,8.25000,0.02590,2.070000,0.000000,1202.9600000
Kepler-660 b,1,1,Transit,2016,7.13000,0.02240,2.310000,0.000000,568.4310000
Kepler-661 b,1,1,Transit,2016,9.64000,0.03030,1.830000,0.000000,534.7880000
Kepler-662 b,1,1,Transit,2016,5.39000,0.01700,2.860000,0.000000,815.6370000
Kepler-663 b,1,1,Transit,2016,7.27000,0.02290,2.270000,0.000000,1063.0900000
Kepler-664 b,1,1,Transit,2016,7.56000,0.02380,2.210000,0.000000,1210.1200000
Kepler-665 b,1,1,Transit,2016,7.27000,0.02290,2.270000,0.000000,612.8380000
Kepler-666 b,1,1,Transit,2016,6.35000,0.02000,2.520000,0.000000,1508.7100000
Kepler-667 b,1,1,Transit,2016,20.10000,0.06320,1.040000,0.000000,2302.4500000
Kepler-668 b,1,1,Transit,2016,7.75000,0.02440,2.160000,0.000000,784.6180000
Kepler-669 b,1,1,Transit,2016,20.80000,0.06550,1.010000,0.000000,2063.4100000
Kepler-67 b,1,1,Transit,2013,8.96000,0.02820,1.940000,0.000000,1131.1900000
Kepler-670 b,1,1,Transit,2016,,,,0.000000,939.7440000
Kepler-671 b,1,1,Transit,2016,7.70000,0.02420,2.170000,0.000000,1168.2600000
Kepler-672 b,1,1,Transit,2016,6.80000,0.02140,2.390000,0.000000,1033.9300000
Kepler-673 b,1,1,Transit,2016,34.80000,0.11000,0.684000,0.000000,918.2100000
Kepler-674 b,1,1,Transit,2016,3.50000,0.01100,3.980000,0.000000,342.2540000
Kepler-675 b,1,1,Transit,2016,6.53000,0.02050,2.470000,0.000000,665.6800000
Kepler-676 b,1,1,Transit,2016,9.48000,0.02980,1.850000,0.000000,295.1960000
Kepler-677 b,1,1,Transit,2016,25.00000,0.07860,0.882000,0.000000,1954.0800000
Kepler-678 b,1,1,Transit,2016,23.10000,0.07280,0.935000,0.000000,1826.1500000
Kepler-679 b,1,1,Transit,2016,9.32000,0.02930,1.880000,0.000000,922.2440000
Kepler-680 b,1,1,Transit,2016,6.44000,0.02030,2.500000,0.000000,1492.4800000
Kepler-681 b,1,1,Transit,2016,9.69000,0.03050,1.820000,0.000000,686.9230000
Kepler-682 b,1,1,Transit,2016,42.60000,0.13400,0.585000,0.000000,1979.2500000
Kepler-683 b,1,1,Transit,2016,4.54000,0.01430,3.260000,0.000000,1023.0700000
Kepler-684 b,1,1,Transit,2016,11.20000,0.03540,1.620000,0.000000,1731.2700000
Kepler-685 b,1,1,Transit,2016,78.80000,0.24800,0.366000,0.000000,938.7150000
Kepler-686 b,1,1,Transit,2016,,,,0.000000,1490.9400000
Kepler-687 b,1,1,Transit,2016,12.20000,0.03830,1.540000,0.000000,633.6600000
Kepler-688 b,1,1,Transit,2016,68.70000,0.21600,0.406000,0.000000,1357.7500000
Kepler-689 b,1,1,Transit,2016,8.70000,0.02740,1.980000,0.000000,1131.7300000
Kepler-69 b,1,2,Transit,2013,5.65000,0.01780,2.760000,0.160000,730.6250000
Kepler-69 c,1,2,Transit,2013,3.57000,0.01120,3.920000,0.140000,730.6250000
Kepler-690 b,1,1,Transit,2016,29.60000,0.09330,0.772000,0.000000,1665.3100000
Kepler-691 b,1,1,Transit,2016,5.02000,0.01580,3.020000,0.000000,279.1150000
Kepler-692 b,1,1,Transit,2016,9.85000,0.03100,1.800000,0.000000,991.3360000
Kepler-694 b,1,1,Transit,2016,8.25000,0.02590,2.070000,0.000000,1023.0600000
Kepler-695 b,1,1,Transit,2016,62.30000,0.19600,0.438000,0.000000,842.9470000
Kepler-696 b,1,1,Transit,2016,31.30000,0.09840,0.743000,0.000000,1416.4400000
Kepler-697 b,1,1,Transit,2016,16.00000,0.05020,1.250000,0.000000,1277.3300000
Kepler-698 b,1,1,Transit,2016,13.10000,0.04130,1.440000,0.000000,1995.5700000
Kepler-699 b,1,1,Transit,2016,,,,0.000000,2089.7000000
Kepler-7 b,1,1,Transit,2009,140.16303,0.44100,0.140000,0.000000,922.5620000
Kepler-700 b,1,1,Transit,2016,30.00000,0.09440,0.767000,0.000000,1491.7600000
Kepler-701 b,1,1,Transit,2016,8.45000,0.02660,2.030000,0.000000,774.1520000
Kepler-702 b,1,1,Transit,2016,61.80000,0.19400,0.440000,0.000000,992.0710000
Kepler-703 b,1,1,Transit,2016,51.10000,0.16100,0.509000,0.000000,1156.8300000
Kepler-704 b,1,1,Transit,2016,7.32000,0.02300,2.260000,0.000000,1228.8300000
Kepler-705 b,1,1,Transit,2016,5.10000,0.01600,2.980000,0.000000,276.8810000
Kepler-706 b,1,1,Transit,2016,,,,0.000000,886.6670000
Kepler-707 b,1,1,Transit,2016,2.33000,0.00733,5.440000,0.000000,591.7760000
Kepler-708 b,1,1,Transit,2016,8.91000,0.02800,1.950000,0.000000,1394.2200000
Kepler-709 b,1,1,Transit,2016,8.85000,0.02790,1.950000,0.000000,664.8430000
Kepler-710 b,1,1,Transit,2016,4.19000,0.01320,3.470000,0.000000,1448.3400000
Kepler-711 b,1,1,Transit,2016,11.50000,0.03630,1.590000,0.000000,624.5750000
Kepler-712 b,1,2,Transit,2016,11.50000,0.03630,1.590000,0.000000,872.4930000
Kepler-712 c,1,2,Transit,2016,21.00000,0.06590,1.010000,0.000000,872.4930000
Kepler-713 b,1,1,Transit,2016,6.71000,0.02110,2.420000,0.000000,1089.8700000
Kepler-714 b,1,1,Transit,2016,67.60000,0.21300,0.411000,0.000000,2083.3700000
Kepler-715 b,1,1,Transit,2016,13.50000,0.04260,1.410000,0.000000,1327.4400000
Kepler-716 b,1,2,Transit,2016,8.75000,0.02750,1.970000,0.000000,635.0090000
Kepler-716 c,1,2,Transit,2020,2.52000,0.00793,5.120000,0.000000,635.0090000
Kepler-717 b,1,1,Transit,2016,6.44000,0.02030,2.500000,0.000000,2805.4800000
Kepler-718 b,1,1,Transit,2016,41600.00000,131.00000,50.300000,0.000000,1302.3300000
Kepler-719 b,1,1,Transit,2016,54.50000,0.17200,0.484000,0.000000,2497.5100000
Kepler-720 b,1,1,Transit,2016,53.40000,0.16800,0.493000,0.000000,1065.3700000
Kepler-721 b,1,1,Transit,2016,7.46000,0.02350,2.230000,0.000000,926.5980000
Kepler-722 b,1,2,Transit,2016,7.41000,0.02330,2.240000,0.000000,1239.5000000
Kepler-722 c,1,2,Transit,2016,8.35000,0.02630,2.050000,0.000000,1239.5000000
Kepler-723 b,1,1,Transit,2016,,,,0.000000,1071.8000000
Kepler-724 b,1,1,Transit,2016,10.80000,0.03410,1.670000,0.000000,853.1190000
Kepler-725 b,1,1,Transit,2016,79.40000,0.25000,0.363000,0.000000,758.4690000
Kepler-726 b,1,1,Transit,2016,10.70000,0.03360,1.700000,0.000000,762.0810000
Kepler-727 b,1,1,Transit,2016,6.94000,0.02180,2.350000,0.000000,831.8420000
Kepler-728 b,1,1,Transit,2016,11.10000,0.03500,1.640000,0.000000,1765.2300000
Kepler-729 b,1,1,Transit,2016,12.50000,0.03940,1.500000,0.000000,1921.1500000
Kepler-730 b,1,2,Transit,2016,,,,0.000000,1935.0400000
Kepler-730 c,1,2,Transit,2018,3.09000,0.00971,4.390000,0.000000,1935.0400000
Kepler-731 b,1,1,Transit,2016,,,,0.000000,1257.1600000
Kepler-732 b,1,2,Transit,2016,5.39000,0.01700,2.860000,0.000000,174.8260000
Kepler-732 c,1,2,Transit,2016,2.15000,0.00678,5.770000,0.000000,174.8260000
Kepler-733 b,1,1,Transit,2016,8.35000,0.02630,2.050000,0.000000,916.7060000
Kepler-734 b,1,1,Transit,2016,12.40000,0.03900,1.510000,0.000000,1157.2100000
Kepler-735 b,1,1,Transit,2016,9.01000,0.02830,1.930000,0.000000,695.0590000
Kepler-736 b,1,1,Transit,2016,8.91000,0.02800,1.950000,0.000000,1005.4300000
Kepler-737 b,1,1,Transit,2016,4.50000,0.01420,3.280000,0.000000,205.1180000
Kepler-738 b,1,1,Transit,2016,6.80000,0.02140,2.390000,0.000000,1113.6500000
Kepler-739 b,1,1,Transit,2016,11.00000,0.03460,1.650000,0.000000,1370.6500000
Kepler-74 b,1,1,Transit,2013,200.22000,0.63000,0.880000,0.000000,1177.5500000
Kepler-740 b,1,1,Transit,2016,18.90000,0.05960,1.090000,0.000000,1442.0200000
Kepler-741 b,1,1,Transit,2016,9.11000,0.02870,1.910000,0.000000,1661.8700000
Kepler-742 b,1,1,Transit,2016,10.60000,0.03320,1.710000,0.000000,489.2530000
Kepler-744 b,1,1,Transit,2016,3.26000,0.01020,4.210000,0.000000,449.9640000
Kepler-745 b,1,1,Transit,2016,5.31000,0.01670,2.900000,0.000000,1780.3800000
Kepler-746 b,1,1,Transit,2016,1.41000,0.00444,5.670000,0.000000,450.0000000
Kepler-747 b,1,1,Transit,2016,24.10000,0.07590,0.905000,0.000000,3347.1600000
Kepler-748 b,1,1,Transit,2016,6.90000,0.02170,2.370000,0.000000,1705.9900000
Kepler-749 b,1,1,Transit,2016,9.80000,0.03080,1.810000,0.000000,721.0270000
Kepler-75 b,1,1,Transit,2013,3209.90000,10.10000,11.000000,0.570000,835.3560000
Kepler-750 b,1,2,Transit,2016,9.64000,0.03030,1.830000,0.000000,1296.0200000
Kepler-750 c,1,2,Transit,2016,3.26000,0.01020,4.210000,0.000000,1296.0200000
Kepler-751 b,1,1,Transit,2016,6.62000,0.02080,2.440000,0.000000,760.4300000
Kepler-752 b,1,1,Transit,2016,8.30000,0.02610,2.060000,0.000000,1232.2900000
Kepler-753 b,1,1,Transit,2016,4.31000,0.01360,3.400000,0.000000,274.7670000
Kepler-754 b,1,1,Transit,2016,4.70000,0.01480,3.180000,0.000000,1770.2700000
Kepler-756 b,1,1,Transit,2016,1.46000,0.00459,5.710000,0.000000,852.0000000
Kepler-757 b,1,1,Transit,2016,2.42000,0.00761,5.290000,0.000000,1068.6800000
Kepler-758 b,1,4,Transit,2016,6.71000,0.02110,2.420000,0.000000,1502.3200000
Kepler-758 c,1,4,Transit,2016,3.50000,0.01100,3.980000,0.000000,1502.3200000
Kepler-758 d,1,4,Transit,2016,5.14000,0.01620,2.960000,0.000000,1502.3200000
Kepler-758 e,1,4,Transit,2016,2.96000,0.00930,4.540000,0.000000,1502.3200000
Kepler-759 b,1,1,Transit,2016,5.77000,0.01820,2.710000,0.000000,1073.4800000
Kepler-76 b,1,1,Orbital Brightness Modulation,2013,638.83830,2.01000,1.100000,0.000000,822.9600000
Kepler-760 b,1,2,Transit,2016,9.59000,0.03020,1.840000,0.000000,792.3360000
Kepler-760 c,1,2,Transit,2016,2.79000,0.00879,4.730000,0.000000,792.3360000
Kepler-761 b,1,1,Transit,2016,4.78000,0.01500,3.140000,0.000000,830.7070000
Kepler-762 b,1,1,Transit,2016,,,,0.000000,1898.2600000
Kepler-763 b,1,1,Transit,2016,1.98000,0.00624,5.990000,0.000000,962.4590000
Kepler-764 b,1,1,Transit,2016,3.33000,0.01050,4.150000,0.000000,1047.8400000
Kepler-765 b,1,1,Transit,2016,6.48000,0.02040,2.480000,0.000000,1076.2800000
Kepler-766 b,1,1,Transit,2016,11.40000,0.03590,1.610000,0.000000,2297.6200000
Kepler-767 b,1,1,Transit,2016,35.70000,0.11200,0.670000,0.000000,2251.0300000
Kepler-768 b,1,1,Transit,2016,3.86000,0.01210,3.700000,0.000000,784.5600000
Kepler-769 b,1,2,Transit,2016,8.85000,0.02790,1.950000,0.000000,1169.5700000
Kepler-769 c,1,2,Transit,2016,3.86000,0.01210,3.700000,0.000000,1169.5700000
Kepler-77 b,1,1,Transit,2013,136.66100,0.43000,0.603000,0.000000,639.4110000
Kepler-770 b,1,3,Transit,2016,5.90000,0.01860,2.660000,0.000000,930.4570000
Kepler-770 c,1,3,Transit,2016,1.87000,0.00588,5.950000,0.000000,930.4570000
Kepler-770 d,1,3,Transit,2016,2.54000,0.00800,5.090000,0.000000,930.4570000
Kepler-771 b,1,1,Transit,2016,3.97000,0.01250,3.620000,0.000000,1393.8500000
Kepler-772 b,1,1,Transit,2016,3.97000,0.01250,3.620000,0.000000,1130.2100000
Kepler-773 b,1,1,Transit,2016,2.63000,0.00829,4.940000,0.000000,547.0260000
Kepler-774 b,1,1,Transit,2016,10.20000,0.03200,1.760000,0.000000,917.8040000
Kepler-775 b,1,1,Transit,2016,1.81000,0.00570,5.900000,0.000000,398.6760000
Kepler-776 b,1,1,Transit,2016,2.18000,0.00687,5.710000,0.000000,727.9040000
Kepler-777 b,1,1,Transit,2016,2.76000,0.00869,4.770000,0.000000,443.1060000
Kepler-778 b,1,1,Transit,2016,3.46000,0.01090,4.010000,0.000000,938.1680000
Kepler-780 b,1,1,Transit,2016,0.64000,0.00201,4.990000,0.000000,557.6520000
Kepler-781 b,1,1,Transit,2016,8.70000,0.02740,1.980000,0.000000,1064.4700000
Kepler-782 b,1,1,Transit,2016,10.40000,0.03270,1.730000,0.000000,446.8440000
Kepler-783 b,1,2,Transit,2016,0.39900,0.00126,4.620000,0.000000,516.0900000
Kepler-783 c,1,2,Transit,2020,6.04000,0.01900,2.620000,0.000000,516.0900000
Kepler-784 b,1,1,Transit,2016,3.12000,0.00982,4.350000,0.000000,1303.7200000
Kepler-785 b,1,1,Transit,2016,,,,0.000000,642.0510000
Kepler-786 b,1,1,Transit,2016,6.48000,0.02040,2.480000,0.000000,485.3180000
Kepler-787 b,1,1,Transit,2016,2.18000,0.00687,5.710000,0.000000,503.5680000
Kepler-788 b,1,1,Transit,2016,7.04000,0.02210,2.330000,0.000000,1775.8000000
Kepler-789 b,1,1,Transit,2016,5.14000,0.01620,2.960000,0.000000,1480.1600000
Kepler-79 b,1,4,Transit,2012,10.90000,0.03430,1.430000,0.015000,1020.7200000
Kepler-79 c,1,4,Transit,2012,5.90000,0.01900,0.620000,0.030000,1020.7200000
Kepler-79 d,1,4,Transit,2014,6.00000,0.01900,0.090000,0.025000,1020.7200000
Kepler-79 e,1,4,Transit,2014,4.10000,0.01300,0.530000,0.012000,1020.7200000
Kepler-790 b,1,1,Transit,2016,5.39000,0.01700,2.860000,0.000000,703.1680000
Kepler-791 b,1,1,Transit,2016,9.53000,0.03000,1.850000,0.000000,1266.3400000
Kepler-792 b,1,1,Transit,2016,4.50000,0.01420,3.280000,0.000000,1425.4700000
Kepler-793 b,1,1,Transit,2016,2.45000,0.00771,5.240000,0.000000,985.6990000
Kepler-794 b,1,1,Transit,2016,5.10000,0.01600,2.980000,0.000000,931.1920000
Kepler-796 b,1,1,Transit,2016,2.24000,0.00705,5.600000,0.000000,817.5840000
Kepler-797 b,1,1,Transit,2016,5.35000,0.01680,2.880000,0.000000,1315.2600000
Kepler-798 b,1,1,Transit,2016,6.30000,0.01980,2.540000,0.000000,972.2740000
Kepler-799 b,1,1,Transit,2016,37.90000,0.11900,0.640000,0.000000,1509.0840000
Kepler-8 b,1,1,Transit,2010,187.51970,0.59000,0.270000,0.000000,1021.8700000
Kepler-80 b,1,6,Transit,2012,6.93000,0.02180,1.380000,0.000000,369.4510000
Kepler-80 c,1,6,Transit,2012,6.74000,0.02121,1.220000,0.000000,369.4510000
Kepler-80 d,1,6,Transit,2014,6.75000,0.02124,7.040000,0.000000,369.4510000
Kepler-80 e,1,6,Transit,2014,4.13000,0.01299,3.750000,0.000000,369.4510000
Kepler-80 f,1,6,Transit,2016,1.92000,0.00606,5.960000,0.000000,369.4510000
Kepler-80 g,1,6,Transit,2017,1.51000,0.00474,5.750000,,369.4510000
Kepler-800 b,1,1,Transit,2016,8.50000,0.02670,2.020000,0.000000,1019.2600000
Kepler-801 b,1,1,Transit,2016,4.66000,0.01470,3.200000,0.000000,440.4260000
Kepler-802 b,1,1,Transit,2016,12.30000,0.03860,1.520000,0.000000,780.5850000
Kepler-803 b,1,1,Transit,2016,13.80000,0.04340,1.390000,0.000000,639.7710000
Kepler-804 b,1,2,Transit,2016,4.42000,0.01390,3.330000,0.000000,649.6500000
Kepler-804 c,1,2,Transit,2016,1.55000,0.00489,5.750000,0.000000,649.6500000
Kepler-805 b,1,1,Transit,2016,8.70000,0.02740,1.980000,0.000000,638.4900000
Kepler-806 b,1,1,Transit,2016,1.55000,0.00489,5.750000,0.000000,361.8960000
Kepler-807 b,1,1,Transit,2016,76.80000,0.24200,0.373000,0.000000,1492.9500000
Kepler-808 b,1,1,Transit,2016,2.73000,0.00859,4.820000,0.000000,321.0000000
Kepler-809 b,1,1,Transit,2016,9.32000,0.02930,1.880000,0.000000,961.4050000
Kepler-81 b,1,3,Transit,2012,17.20000,0.05400,6.670000,0.000000,348.2910000
Kepler-81 c,1,3,Transit,2012,4.30000,0.01400,1.770000,0.000000,348.2910000
Kepler-81 d,1,3,Transit,2014,1.92000,0.00606,5.960000,0.000000,348.2910000
Kepler-810 b,1,1,Transit,2016,4.38000,0.01380,3.350000,0.000000,1458.5900000
Kepler-811 b,1,1,Transit,2016,7.75000,0.02440,2.160000,0.000000,985.0410000
Kepler-812 b,1,1,Transit,2016,12.30000,0.03880,1.510000,0.000000,1482.7400000
Kepler-813 b,1,1,Transit,2016,5.22000,0.01640,2.930000,0.000000,840.0000000
Kepler-814 b,1,1,Transit,2016,5.14000,0.01620,2.960000,0.000000,2055.7700000
Kepler-815 b,1,1,Transit,2016,15.80000,0.04980,1.250000,0.000000,1259.2800000
Kepler-816 b,1,1,Transit,2016,74.50000,0.23400,0.381000,0.000000,983.6970000
Kepler-817 b,1,1,Transit,2016,60.20000,0.18900,0.449000,0.000000,1484.4600000
Kepler-818 b,1,1,Transit,2016,22.90000,0.07200,0.943000,0.000000,925.0370000
Kepler-819 b,1,1,Transit,2016,8.05000,0.02530,2.100000,0.000000,664.3060000
Kepler-82 b,1,5,Transit,2012,12.15000,0.03823,0.980000,0.003300,904.3260000
Kepler-82 c,1,5,Transit,2012,13.90000,0.04373,0.494000,0.007000,904.3260000
Kepler-82 d,1,5,Transit,2014,3.78000,0.01190,3.750000,0.000000,904.3260000
Kepler-82 e,1,5,Transit,2014,6.66000,0.02100,2.430000,0.000000,904.3260000
Kepler-82 f,1,5,Transit Timing Variations,2019,20.90000,0.06576,1.010000,0.001400,904.3260000
Kepler-820 b,1,1,Transit,2016,30.80000,0.09700,0.749000,0.000000,1387.2000000
Kepler-821 b,1,1,Transit,2016,2.27000,0.00714,5.550000,0.000000,614.5710000
Kepler-822 b,1,1,Transit,2016,3.78000,0.01190,3.750000,0.000000,860.3910000
Kepler-823 b,1,1,Transit,2016,3.09000,0.00972,4.390000,0.000000,1389.2700000
Kepler-824 b,1,1,Transit,2016,4.16000,0.01310,3.500000,0.000000,1201.4000000
Kepler-825 b,1,2,Transit,2016,2.96000,0.00930,4.540000,0.000000,807.8500000
Kepler-825 c,1,2,Transit,2016,4.04000,0.01270,3.560000,0.000000,807.8500000
Kepler-826 b,1,1,Transit,2016,2.10000,0.00660,5.910000,0.000000,779.5960000
Kepler-827 b,1,1,Transit,2016,27.00000,0.08490,0.831000,0.000000,2046.6800000
Kepler-828 b,1,1,Transit,2016,2.89000,0.00909,4.610000,0.000000,575.3220000
Kepler-829 b,1,1,Transit,2016,5.10000,0.01600,2.980000,0.000000,1073.7600000
Kepler-830 b,1,1,Transit,2016,3.53000,0.01110,3.950000,0.000000,1122.0000000
Kepler-831 b,1,1,Transit,2016,2.15000,0.00678,5.770000,0.000000,593.5400000
Kepler-832 b,1,1,Transit,2016,4.90000,0.01540,3.080000,0.000000,1688.1200000
Kepler-833 b,1,1,Transit,2016,4.74000,0.01490,3.160000,0.000000,467.3700000
Kepler-834 b,1,1,Transit,2016,4.74000,0.01490,3.160000,0.000000,633.9370000
Kepler-835 b,1,1,Transit,2016,8.20000,0.02580,2.070000,0.000000,2406.3300000
Kepler-836 b,1,1,Transit,2016,7.90000,0.02490,2.130000,0.000000,980.0350000
Kepler-837 b,1,1,Transit,2016,7.08000,0.02230,2.320000,0.000000,901.9070000
Kepler-838 b,1,1,Transit,2016,7.90000,0.02490,2.130000,0.000000,1104.0400000
Kepler-839 b,1,1,Transit,2016,7.13000,0.02240,2.310000,0.000000,944.5610000
Kepler-84 b,1,5,Transit,2012,40.00000,0.12600,19.800000,0.000000,1023.9000000
Kepler-84 c,1,5,Transit,2012,20.20000,0.06400,8.440000,0.000000,1023.9000000
Kepler-84 d,1,5,Transit,2014,2.48000,0.00780,5.190000,0.000000,1023.9000000
Kepler-84 e,1,5,Transit,2014,7.27000,0.02290,2.270000,0.000000,1023.9000000
Kepler-84 f,1,5,Transit,2014,5.48000,0.01720,2.830000,0.000000,1023.9000000
Kepler-840 b,1,1,Transit,2016,43000.00000,135.00000,47.500000,0.000000,1122.1900000
Kepler-841 b,1,1,Transit,2016,23.80000,0.07490,0.914000,0.000000,998.9610000
Kepler-842 b,1,1,Transit,2016,3.19000,0.01000,4.280000,0.000000,532.7260000
Kepler-843 b,1,1,Transit,2016,7.22000,0.02270,2.280000,0.000000,1165.6600000
Kepler-844 b,1,1,Transit,2016,3.46000,0.01090,4.010000,0.000000,431.7760000
Kepler-845 b,1,1,Transit,2016,4.82000,0.01520,3.120000,0.000000,431.0510000
Kepler-846 b,1,1,Transit,2016,6.71000,0.02110,2.420000,0.000000,1127.1200000
Kepler-847 b,1,1,Transit,2016,1.76000,0.00553,5.890000,0.000000,513.1030000
Kepler-848 b,1,1,Transit,2016,3.53000,0.01110,3.950000,0.000000,1378.4700000
Kepler-849 b,1,1,Transit,2016,40.40000,0.12700,0.610000,0.000000,822.1340000
Kepler-85 b,1,4,Transit,2012,4.54000,0.01430,3.260000,0.000000,765.0250000
Kepler-85 c,1,4,Transit,2012,20.90000,0.06600,11.100000,0.000000,765.0250000
Kepler-85 d,1,4,Transit,2014,1.87000,0.00588,5.950000,0.000000,765.0250000
Kepler-85 e,1,4,Transit,2014,0.60000,0.00189,1.600000,0.000000,765.0250000
Kepler-850 b,1,1,Transit,2016,3.82000,0.01200,3.720000,0.000000,1661.2800000
Kepler-851 b,1,1,Transit,2016,3.46000,0.01090,4.010000,0.000000,839.2550000
Kepler-852 b,1,1,Transit,2016,6.99000,0.02200,2.340000,0.000000,1619.0300000
Kepler-853 b,1,1,Transit,2016,3.50000,0.01100,3.980000,0.000000,568.6760000
Kepler-854 b,1,1,Transit,2016,42000.00000,132.00000,49.400000,0.000000,1397.0400000
Kepler-855 b,1,1,Transit,2016,52.70000,0.16600,0.497000,0.000000,1506.5800000
Kepler-856 b,1,1,Transit,2016,63.30000,0.19900,0.432000,0.000000,1351.1700000
Kepler-857 b,1,1,Transit,2016,37.20000,0.11700,0.650000,0.000000,983.5020000
Kepler-858 b,1,1,Transit,2016,21.10000,0.06640,1.000000,0.000000,298.5320000
Kepler-859 b,1,1,Transit,2016,9.75000,0.03070,1.820000,0.000000,839.9030000
Kepler-860 b,1,1,Transit,2016,10.60000,0.03320,1.710000,0.000000,1056.3600000
Kepler-861 b,1,1,Transit,2016,5.82000,0.01830,2.700000,0.000000,850.3270000
Kepler-862 b,1,1,Transit,2016,5.52000,0.01740,2.810000,0.000000,1039.0300000
