pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,sy_dist
K2-271 b,1,1,Transit,2018,41.80000,0.13100,0.595000,,564.4540000
K2-272 b,1,1,Transit,2018,8.80000,0.02770,1.960000,,423.0650000
K2-273 b,1,1,Transit,2018,17.90000,0.05630,1.140000,,308.1050000
K2-274 b,1,1,Transit,2018,5.48000,0.01720,2.830000,,228.3270000
K2-275 b,1,2,Transit,2018,5.65000,0.01780,2.760000,,123.4380000
K2-275 c,1,2,Transit,2018,6.08000,0.01910,2.610000,,123.4380000
K2-276 b,1,1,Transit,2018,13.70000,0.04300,1.400000,,488.1520000
K2-277 b,1,1,Transit,2018,4.94000,0.01550,3.060000,,113.1230000
K2-278 b,1,1,Transit,2018,9.17000,0.02880,1.900000,,786.4390000
K2-279 b,1,1,Transit,2018,1.92000,0.00606,5.960000,,182.9830000
K2-28 b,1,1,Transit,2016,5.99000,0.01890,2.640000,0.000000,62.9969000
K2-280 b,1,1,Transit,2018,45.60000,0.14400,0.555000,,391.5370000
K2-281 b,1,1,Transit,2018,50.90000,0.16000,0.511000,,458.1390000
K2-282 b,1,2,Transit,2018,8.35000,0.02630,2.050000,,496.2890000
K2-283 b,1,1,Transit,2018,12.20000,0.03830,1.540000,,402.9150000
K2-284 b,1,1,Transit,2018,8.15000,0.02560,2.080000,0.078000,107.2720000
K2-285 b,1,4,Transit,2018,9.68000,0.03046,3.070000,0.000000,154.9610000
K2-285 c,1,4,Transit,2018,15.68000,0.04933,1.950000,0.000000,154.9610000
K2-285 d,1,4,Transit,2018,6.50000,0.02045,,0.000000,154.9610000
K2-285 e,1,4,Transit,2018,10.70000,0.03367,,0.000000,154.9610000
K2-286 b,1,1,Transit,2018,5.06000,0.01590,3.000000,,76.1486000
K2-287 b,1,1,Transit,2018,100.11645,0.31500,0.643000,0.478000,158.3350000
K2-289 b,1,1,Transit,2019,61.00000,0.19200,0.445000,,274.3000000
K2-291 b,1,1,Transit,2019,6.49000,0.02042,8.840000,0.000000,90.0562000
K2-292 b,1,1,Transit,2019,24.50000,0.07709,7.400000,0.040000,114.2930000
K2-293 b,1,1,Transit,2019,6.57000,0.02070,2.450000,,392.2510000
K2-294 b,1,1,Transit,2019,3.39000,0.01070,4.070000,,373.0780000
K2-295 b,1,1,Transit,2018,106.47305,0.33500,0.612000,0.000000,232.8010000
K2-3 b,1,3,Transit,2015,6.48000,0.02039,3.700000,0.000000,44.0727000
K2-3 c,1,3,Transit,2015,2.14000,0.00673,2.980000,0.000000,44.0727000
K2-3 d,1,3,Transit,2015,2.80000,0.00881,5.620000,0.000000,44.0727000
K2-30 b,1,1,Transit,2016,184.02357,0.57900,0.640000,0.000000,333.0420000
K2-308 b,1,1,Transit,2019,70.60000,0.22200,0.398000,,1314.5300000
K2-315 b,1,1,Transit,2020,0.80900,0.00254,5.180000,,56.9686000
K2-316 b,1,2,Transit,2020,2.33000,0.00733,5.440000,,112.4860000
K2-316 c,1,2,Transit,2020,4.01000,0.01260,3.600000,,112.4860000
K2-317 b,1,1,Transit,2020,8.91000,0.02800,1.950000,,176.2910000
K2-318 b,1,1,Transit,2020,3.39000,0.01070,4.070000,,147.8660000
K2-319 b,1,1,Transit,2020,8.20000,0.02580,2.070000,,209.0710000
K2-320 b,1,1,Transit,2020,7.37000,0.02320,2.250000,,108.7400000
K2-321 b,1,1,Transit,2020,4.46000,0.01400,3.310000,,77.6888000
K2-322 b,1,1,Transit,2020,4.35000,0.01370,3.380000,,123.4150000
K2-323 b,1,1,Transit,2020,5.06000,0.01590,3.000000,,118.3180000
K2-324 b,1,1,Transit,2020,6.48000,0.02040,2.480000,,136.6670000
K2-325 b,1,1,Transit,2020,5.48000,0.01720,2.830000,,111.6380000
K2-326 b,1,1,Transit,2020,5.82000,0.01830,2.700000,,282.3080000
K2-329 b,1,1,Transit,2020,82.63580,0.26000,0.694000,0.069700,233.2370000
K2-33 b,1,1,Transit,2016,1175.97100,3.70000,,0.000000,139.2680000
K2-34 b,1,1,Transit,2016,539.67534,1.69800,0.940000,0.000000,348.6460000
K2-35 b,1,2,Transit,2016,2.30000,0.00724,5.500000,0.130000,252.5960000
K2-35 c,1,2,Transit,2016,4.38000,0.01380,3.350000,0.120000,252.5960000
K2-36 b,1,2,Transit,2016,3.90000,0.01227,7.200000,0.000000,109.7490000
K2-36 c,1,2,Transit,2016,7.80000,0.02454,1.300000,0.000000,109.7490000
K2-37 b,1,3,Transit,2016,3.22000,0.01010,4.240000,,179.9430000
K2-37 c,1,3,Transit,2016,8.00000,0.02520,2.110000,,179.9430000
K2-37 d,1,3,Transit,2016,7.90000,0.02490,2.130000,,179.9430000
K2-38 b,1,2,Transit,2016,19.06980,0.06000,17.500000,,192.6900000
K2-38 c,1,2,Transit,2016,9.90000,0.03115,3.600000,,192.6900000
K2-39 b,1,1,Transit,2016,28.60470,0.09000,0.500000,0.000000,307.4700000
K2-4 b,1,1,Transit,2015,5.06000,0.01590,3.000000,0.080000,231.8280000
K2-42 b,1,1,Transit,2016,5.27000,0.01660,2.910000,,396.9130000
K2-43 b,1,2,Transit,2016,18.50000,0.05830,1.110000,0.070000,182.5360000
K2-43 c,1,2,Transit,2019,6.44000,0.02030,2.500000,,182.5360000
K2-44 b,1,1,Transit,2016,6.50000,0.02040,2.480000,,476.7030000
K2-45 b,1,1,Transit,2016,36.40000,0.11400,0.662000,0.100000,495.3170000
K2-46 b,1,1,Transit,2016,4.86000,0.01530,3.100000,,449.2370000
K2-47 b,1,1,Transit,2016,4.23000,0.01330,3.440000,,349.8810000
K2-48 b,1,1,Transit,2016,5.65000,0.01780,2.760000,,313.7640000
K2-49 b,1,1,Transit,2016,4.38000,0.01380,3.350000,,457.1250000
K2-5 b,1,2,Transit,2015,4.31000,0.01360,3.400000,,202.9430000
K2-5 c,1,2,Transit,2015,5.73000,0.01800,2.730000,,202.9430000
K2-50 b,1,2,Transit,2016,3.15000,0.00993,4.310000,,257.4430000
K2-52 b,1,1,Transit,2016,45700.00000,144.00000,43.100000,,1038.4100000
K2-53 b,1,1,Transit,2016,7.27000,0.02290,2.270000,,138.0180000
K2-54 b,1,1,Transit,2016,1.60000,0.00505,5.780000,,174.9550000
K2-55 b,1,1,Transit,2016,14.00000,0.04400,1.380000,0.070000,159.5220000
K2-57 b,1,1,Transit,2016,5.06000,0.01590,3.000000,,264.2130000
K2-58 b,1,3,Transit,2016,7.65000,0.02410,2.180000,,181.7460000
K2-58 c,1,3,Transit,2016,3.26000,0.01020,4.210000,,181.7460000
K2-58 d,1,3,Transit,2016,3.57000,0.01120,3.920000,,181.7460000
K2-59 b,1,2,Transit,2016,6.39000,0.02010,2.510000,,311.3130000
K2-59 c,1,2,Transit,2016,5.90000,0.01860,2.660000,,311.3130000
K2-6 b,1,1,Transit,2015,6.80000,0.02140,2.390000,,316.8190000
K2-60 b,1,1,Transit,2016,135.39558,0.42600,1.700000,0.000000,491.8700000
K2-61 b,1,1,Transit,2016,6.71000,0.02110,2.420000,,405.7320000
K2-62 b,1,2,Transit,2016,5.22000,0.01640,2.930000,,112.4670000
K2-62 c,1,2,Transit,2016,5.22000,0.01640,2.930000,,112.4670000
K2-63 b,1,2,Transit,2016,10.50000,0.03290,1.730000,,517.5340000
K2-63 c,1,2,Transit,2016,14.50000,0.04550,1.340000,,517.5340000
K2-64 b,1,1,Transit,2016,4.94000,0.01550,3.060000,,499.8910000
K2-65 b,1,1,Transit,2016,3.12000,0.00982,4.350000,,72.2000000
K2-66 b,1,1,Transit,2016,21.30000,0.06702,7.800000,0.000000,513.8770000
K2-68 b,1,1,Transit,2016,3.12000,0.00982,4.350000,,168.6520000
K2-69 b,1,1,Transit,2016,5.99000,0.01890,2.640000,,180.6970000
K2-7 b,1,1,Transit,2015,7.61000,0.02390,2.200000,,738.5530000
K2-70 b,1,1,Transit,2016,8.70000,0.02740,1.980000,,232.9640000
K2-71 b,1,1,Transit,2016,5.27000,0.01660,2.910000,,153.1920000
K2-72 b,1,4,Transit,2016,1.28000,0.00403,5.580000,0.110000,66.4321000
K2-72 c,1,4,Transit,2016,1.65000,0.00521,5.810000,0.110000,66.4321000
K2-72 d,1,4,Transit,2016,1.01000,0.00317,5.390000,0.110000,66.4321000
K2-72 e,1,4,Transit,2016,2.21000,0.00696,5.660000,0.110000,66.4321000
K2-73 b,1,1,Transit,2016,6.57000,0.02070,2.450000,,269.1830000
K2-74 b,1,1,Transit,2016,5.95000,0.01870,2.650000,,377.8220000
K2-75 b,1,2,Transit,2016,7.61000,0.02390,2.200000,,561.9300000
K2-75 c,1,2,Transit,2016,8.10000,0.02550,2.090000,,561.9300000
K2-77 b,1,1,Transit,2016,603.87700,1.90000,,0.140000,141.7310000
K2-79 b,1,1,Transit,2016,13.20000,0.04150,1.440000,,256.0110000
K2-8 b,1,2,Transit,2015,12.50000,0.03940,1.500000,,403.5130000
K2-8 c,1,2,Transit,2016,6.39000,0.02010,2.510000,,403.5130000
K2-80 b,1,3,Transit,2016,4.70000,0.01480,3.180000,,200.8020000
K2-80 c,1,3,Transit,2016,2.76000,0.00869,4.770000,,200.8020000
K2-80 d,1,3,Transit,2018,7.04000,0.02220,2.330000,,200.8020000
K2-81 b,1,1,Transit,2016,4.54000,0.01430,3.260000,0.060000,252.3180000
K2-83 b,1,2,Transit,2016,2.08000,0.00654,5.940000,0.070000,125.5290000
K2-83 c,1,2,Transit,2016,2.80000,0.00882,4.720000,0.060000,125.5290000
K2-84 b,1,2,Transit,2016,6.39000,0.02010,2.510000,,284.8760000
K2-84 c,1,2,Transit,2016,4.78000,0.01500,3.140000,,284.8760000
K2-85 b,1,1,Transit,2016,1.01000,0.00317,5.390000,0.240000,97.2179000
K2-86 b,1,1,Transit,2016,4.50000,0.01420,3.280000,,258.6990000
K2-87 b,1,1,Transit,2016,44.90000,0.14100,0.562000,,491.2420000
K2-88 b,1,1,Transit,2016,2.04000,0.00642,6.020000,0.260000,110.5610000
K2-89 b,1,1,Transit,2016,0.17000,0.00053,4.020000,0.150000,86.0386000
K2-9 b,1,1,Transit,2015,5.69000,0.01790,2.740000,,82.9631000
K2-90 b,1,2,Transit,2016,7.27000,0.02290,2.270000,0.070000,134.1880000
K2-90 c,1,2,Transit,2016,2.24000,0.00705,5.600000,0.190000,134.1880000
K2-91 b,1,1,Transit,2016,1.37000,0.00430,5.660000,0.090000,62.5785000
K2-95 b,1,1,Transit,2016,14.30000,0.04510,1.350000,0.160000,179.8540000
K2-97 b,1,1,Transit,2016,152.55840,0.48000,0.702000,0.220000,878.4300000
K2-98 b,1,1,Transit,2016,32.20000,0.10131,2.150000,0.000000,518.6250000
K2-99 b,1,1,Transit,2016,308.29510,0.97000,1.050000,0.190000,519.2290000
KELT-1 b,1,1,Transit,2012,8654.15000,27.23000,24.700000,0.009900,268.4300000
KELT-10 b,1,1,Transit,2016,215.80657,0.67900,0.308000,,188.4040000
KELT-11 b,1,1,Transit,2017,54.34893,0.17100,0.093000,0.000700,99.1596000
KELT-12 b,1,1,Transit,2017,301.93850,0.95000,0.209000,0.000000,368.0300000
KELT-14 b,1,1,Transit,2016,408.09372,1.28400,0.322000,0.000000,250.1210000
KELT-17 b,1,1,Transit,2016,416.35730,1.31000,0.460000,,226.5000000
KELT-20 b,1,1,Transit,2017,1074.90106,3.38200,0.806000,0.000000,136.4260000
KELT-21 b,1,1,Transit,2018,1242.71530,3.91000,1.240000,0.000000,470.8780000
KELT-24 b,1,1,Transit,2019,1646.35940,5.18000,3.130000,0.077000,96.5173000
KELT-6 b,1,2,Transit,2014,165.27160,0.52000,0.311000,0.220000,240.7260000
KELT-6 c,1,2,Radial Velocity,2015,1179.14930,3.71000,2.950000,0.210000,240.7260000
KELT-7 b,1,1,Transit,2015,441.78370,1.39000,0.442000,0.000000,136.6810000
KELT-8 b,1,1,Transit,2015,209.76780,0.66000,0.167000,0.040000,197.5720000
KIC 10001893 b,1,3,Orbital Brightness Modulation,2014,,,,,1672.9400000
KIC 10001893 c,1,3,Orbital Brightness Modulation,2014,,,,,1672.9400000
KIC 10001893 d,1,3,Orbital Brightness Modulation,2014,,,,,1672.9400000
KIC 10525077 b,1,1,Transit,2015,25.90000,0.08160,0.855000,,1461.1500000
KIC 3558849 b,1,1,Transit,2015,38.10000,0.12000,0.637000,,1215.7000000
KIC 5437945 b,1,2,Transit,2015,33.60000,0.10600,0.704000,0.000000,1274.0100000
KIC 7917485 b,1,1,Pulsation Timing Variations,2016,3750.39400,11.80000,10.800000,0.150000,1382.8900000
KIC 8540376 b,1,2,Transit,2015,15.80000,0.04960,1.260000,,1072.3000000
KIC 8540376 c,1,2,Transit,2015,6.35000,0.02000,2.520000,,1072.3000000
KIC 9663113 b,1,2,Transit,2015,19.20000,0.06030,1.080000,0.000000,1594.7400000
KMT-2016-BLG-0212L b,1,1,Microlensing,2018,5700.00000,18.00000,17.200000,,6300.0000000
KMT-2016-BLG-1107L b,1,1,Microlensing,2019,1043.00000,3.28300,2.550000,,6651.0000000
KMT-2016-BLG-1397L b,1,1,Microlensing,2018,2200.00000,7.00000,5.900000,,6600.0000000
KMT-2016-BLG-1820L b,1,1,Microlensing,2018,1450.00000,4.57000,3.710000,,6260.0000000
KMT-2016-BLG-1836L b,1,1,Microlensing,2019,700.00000,2.20000,1.630000,,7100.0000000
KMT-2016-BLG-2142L b,1,1,Microlensing,2018,4923.00000,15.49000,14.900000,,7010.0000000
KMT-2016-BLG-2364L b,1,1,Microlensing,2020,1250.00000,3.93000,3.130000,,6440.0000000
KMT-2016-BLG-2397L b,1,1,Microlensing,2020,836.00000,2.63000,2.000000,,4880.0000000
KMT-2017-BLG-0165L b,1,1,Microlensing,2018,34.00000,0.11000,0.696000,,4530.0000000
KMT-2017-BLG-1038L b,1,1,Microlensing,2019,640.00000,2.00000,1.460000,,6000.0000000
KMT-2017-BLG-1146L b,1,1,Microlensing,2019,230.00000,0.71000,0.461000,,6500.0000000
KMT-2018-BLG-0029L b,1,1,Microlensing,2020,7.59000,0.02390,2.190000,,3380.0000000
KMT-2018-BLG-0748L b,1,1,Microlensing,2020,60.00000,0.19000,0.451000,,7300.0000000
KMT-2018-BLG-1292L b,1,1,Microlensing,2020,1400.00000,4.42000,3.580000,,3460.0000000
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,111.00000,0.34800,0.284000,,967.0000000
KMT-2019-BLG-0842L b,1,1,Microlensing,2020,10.28000,0.03234,1.740000,,3320.0000000
KMT-2019-BLG-1339L b,1,1,Microlensing,2020,397.00000,1.25000,0.848000,,6120.0000000
KMT-2019-BLG-1953L b,1,1,Microlensing,2020,200.00000,0.64000,0.392000,,7040.0000000
KOI-12 b,1,2,Transit,2015,349.61300,1.10000,0.733000,0.340000,399.3980000
KOI-142 b,1,3,Transit,2013,9.50000,0.03000,1.290000,0.055610,376.8630000
KOI-142 c,1,3,Transit,2013,214.10000,0.67400,0.429000,0.057240,376.8630000
KOI-1599.01,1,2,Transit,2019,4.60000,0.01447,3.690000,0.014000,1131.6400000
KOI-1599.02,1,2,Transit,2019,9.00000,0.02832,7.210000,0.011400,1131.6400000
KOI-1783.01,1,2,Transit,2020,71.00000,0.22339,0.560000,0.000000,865.7300000
KOI-1783.02,1,2,Transit,2020,15.00000,0.04720,0.510000,0.000000,865.7300000
KOI-217 b,1,1,Transit,2010,,,,0.000000,914.6990000
KOI-351 b,1,8,Transit,2013,2.27000,0.00714,5.550000,0.000000,848.2540000
KOI-351 c,1,8,Transit,2013,1.81000,0.00570,5.900000,0.000000,848.2540000
KOI-351 d,1,8,Transit,2013,8.60000,0.02710,2.000000,0.000000,848.2540000
KOI-351 e,1,8,Transit,2013,7.56000,0.02380,2.210000,0.000000,848.2540000
KOI-351 f,1,8,Transit,2013,8.65000,0.02720,1.990000,0.000000,848.2540000
KOI-351 g,1,8,Transit,2013,254.26400,0.80000,,0.000000,848.2540000
KOI-351 h,1,8,Transit,2013,381.39600,1.20000,,0.000000,848.2540000
KOI-3680 b,1,1,Transit,2018,613.41190,1.93000,2.460000,0.496000,921.9860000
KOI-55 b,1,2,Orbital Brightness Modulation,2011,0.44000,0.00140,5.530000,,1231.0200000
KOI-55 c,1,2,Orbital Brightness Modulation,2011,0.65500,0.00210,5.520000,,1231.0200000
KPS-1 b,1,1,Transit,2018,346.43470,1.09000,1.310000,0.000000,262.7060000
Kapteyn c,1,1,Radial Velocity,2014,7.00000,0.02200,2.350000,0.230000,3.9330500
Kepler-10 b,1,2,Transit,2011,4.60853,0.01450,8.000000,0.060000,185.5060000
Kepler-10 c,1,2,Transit,2011,7.37000,0.02319,3.140000,0.025000,185.5060000
Kepler-100 b,1,3,Transit,2014,7.34000,0.02300,14.250000,0.130000,304.6450000
Kepler-100 c,1,3,Transit,2014,7.05000,0.02218,,0.020000,304.6450000
Kepler-100 d,1,3,Transit,2014,3.00000,0.00944,,0.380000,304.6450000
Kepler-1000 b,1,1,Transit,2016,20.30000,0.06390,1.030000,0.000000,1115.6200000
Kepler-1001 b,1,2,Transit,2016,10.10000,0.03170,1.780000,0.000000,928.9780000
Kepler-1001 c,1,2,Transit,2020,3.11000,0.00980,4.350000,0.000000,928.9780000
Kepler-1002 b,1,1,Transit,2016,3.57000,0.01120,3.920000,0.000000,408.3030000
Kepler-1003 b,1,1,Transit,2016,3.82000,0.01200,3.720000,0.000000,941.9020000
Kepler-1004 b,1,1,Transit,2016,32.50000,0.10200,0.721000,0.000000,1152.6800000
Kepler-1005 b,1,1,Transit,2016,2.86000,0.00899,4.660000,0.000000,567.8060000
Kepler-1006 b,1,1,Transit,2016,2.99000,0.00940,4.500000,0.000000,1081.7380000
Kepler-1007 b,1,1,Transit,2016,2.67000,0.00839,4.910000,0.000000,365.0000000
Kepler-1009 b,1,1,Transit,2016,5.35000,0.01680,2.880000,0.000000,355.0190000
Kepler-101 b,1,2,Transit,2014,51.10000,0.16000,1.450000,0.086000,927.9810000
Kepler-101 c,1,2,Transit,2014,3.78000,0.01000,10.500000,0.000000,927.9810000
Kepler-1010 b,1,1,Transit,2016,5.99000,0.01890,2.640000,0.000000,579.2730000
Kepler-1011 b,1,1,Transit,2016,8.60000,0.02710,2.000000,0.000000,736.7790000
Kepler-1012 b,1,1,Transit,2016,2.21000,0.00696,5.660000,0.000000,411.0770000
Kepler-1013 b,1,1,Transit,2016,5.27000,0.01660,2.910000,0.000000,422.2460000
Kepler-1014 b,1,1,Transit,2016,6.30000,0.01980,2.540000,0.000000,624.8000000
Kepler-1015 b,1,1,Transit,2016,12.30000,0.03880,1.510000,0.000000,739.3570000
Kepler-1016 b,1,2,Transit,2016,5.39000,0.01700,2.860000,0.000000,1402.8200000
Kepler-1016 c,1,2,Transit,2016,13.10000,0.04130,1.440000,0.000000,1402.8200000
Kepler-1017 b,1,1,Transit,2016,4.62000,0.01450,3.220000,0.000000,552.0580000
Kepler-1018 b,1,1,Transit,2016,7.18000,0.02260,2.300000,0.000000,1010.0100000
Kepler-1019 b,1,1,Transit,2016,2.73000,0.00859,4.820000,0.000000,194.1820000
Kepler-102 b,1,5,Transit,2014,4.30000,0.01353,,0.000000,107.7960000
Kepler-102 c,1,5,Transit,2014,3.00000,0.00944,,0.000000,107.7960000
Kepler-102 d,1,5,Transit,2014,3.80000,0.01200,13.270000,0.000000,107.7960000
Kepler-102 e,1,5,Transit,2013,8.93000,0.02800,4.680000,0.000000,107.7960000
Kepler-102 f,1,5,Transit,2014,5.20000,0.01636,,0.000000,107.7960000
Kepler-1020 b,1,1,Transit,2016,5.82000,0.01830,2.700000,0.000000,415.3580000
Kepler-1021 b,1,1,Transit,2016,6.04000,0.01900,2.620000,0.000000,810.0820000
Kepler-1022 b,1,1,Transit,2016,6.17000,0.01940,2.580000,0.000000,420.0420000
Kepler-1023 b,1,1,Transit,2016,7.41000,0.02330,2.240000,0.000000,694.1750000
Kepler-1024 b,1,1,Transit,2016,14.50000,0.04570,1.330000,0.000000,1087.4000000
Kepler-1025 b,1,1,Transit,2016,4.58000,0.01440,3.240000,0.000000,803.7760000
Kepler-1026 b,1,1,Transit,2016,5.52000,0.01740,2.810000,0.000000,351.2390000
Kepler-1028 b,1,1,Transit,2016,2.33000,0.00733,5.440000,0.000000,607.9160000
Kepler-1029 b,1,1,Transit,2016,2.13000,0.00669,5.850000,0.000000,366.6560000
Kepler-103 b,1,2,Transit,2014,9.70000,0.03100,1.380000,0.030000,494.8320000
Kepler-103 c,1,2,Transit,2014,36.10000,0.11400,1.470000,0.020000,494.8320000
Kepler-1030 b,1,1,Transit,2016,6.71000,0.02110,2.420000,0.000000,758.7020000
Kepler-1031 b,1,1,Transit,2016,0.59000,0.00186,4.920000,0.000000,682.8820000
Kepler-1032 b,1,1,Transit,2016,4.16000,0.01310,3.500000,0.000000,673.0100000
Kepler-1033 b,1,1,Transit,2016,6.85000,0.02150,2.380000,0.000000,1455.5000000
Kepler-1034 b,1,1,Transit,2016,5.73000,0.01800,2.730000,0.000000,654.5490000
Kepler-1035 b,1,1,Transit,2016,1.71000,0.00537,5.870000,0.000000,562.1160000
Kepler-1036 b,1,1,Transit,2016,9.32000,0.02930,1.880000,0.000000,489.4350000
Kepler-1037 b,1,1,Transit,2016,2.18000,0.00687,5.710000,0.000000,446.9140000
Kepler-1038 b,1,1,Transit,2016,12.20000,0.03840,1.520000,0.000000,584.1360000
Kepler-1039 b,1,1,Transit,2016,2.73000,0.00859,4.820000,0.000000,306.9100000
Kepler-1040 b,1,1,Transit,2016,4.98000,0.01570,3.040000,0.000000,482.1190000
Kepler-1041 b,1,1,Transit,2016,8.96000,0.02820,1.940000,0.000000,1485.8200000
Kepler-1042 b,1,1,Transit,2016,5.43000,0.01710,2.840000,0.000000,659.0000000
Kepler-1043 b,1,1,Transit,2016,7.04000,0.02210,2.330000,0.000000,903.3320000
Kepler-1044 b,1,1,Transit,2016,7.61000,0.02390,2.200000,0.000000,1278.9600000
Kepler-1045 b,1,1,Transit,2016,7.70000,0.02420,2.170000,0.000000,942.4850000
Kepler-1046 b,1,1,Transit,2016,3.57000,0.01120,3.920000,0.000000,721.5340000
Kepler-1047 b,1,2,Transit,2016,5.02000,0.01580,3.020000,0.000000,817.6470000
Kepler-1047 c,1,2,Transit,2016,0.93700,0.00295,5.310000,0.000000,817.6470000
Kepler-1048 b,1,1,Transit,2016,3.22000,0.01010,4.240000,0.000000,556.0060000
Kepler-1049 b,1,1,Transit,2016,0.80900,0.00254,5.180000,0.000000,162.0060000
Kepler-105 b,1,2,Transit,2013,5.10000,0.01600,0.252000,0.470000,459.2230000
Kepler-105 c,1,2,Transit,2014,4.60000,0.01447,11.200000,0.000000,459.2230000
Kepler-1050 b,1,2,Transit,2016,3.19000,0.01000,4.280000,0.000000,490.4880000
Kepler-1050 c,1,2,Transit,2016,2.79000,0.00879,4.730000,0.000000,490.4880000
Kepler-1051 b,1,1,Transit,2016,11.50000,0.03610,1.610000,0.000000,829.3430000
Kepler-1052 b,1,1,Transit,2016,8.91000,0.02800,1.950000,0.000000,943.4440000
Kepler-1053 b,1,1,Transit,2016,0.90400,0.00284,5.280000,0.000000,151.1290000
Kepler-1054 b,1,1,Transit,2016,7.41000,0.02330,2.240000,0.000000,1090.5100000
Kepler-1055 b,1,1,Transit,2016,2.04000,0.00642,6.020000,0.000000,389.3970000
Kepler-1056 b,1,1,Transit,2016,9.32000,0.02930,1.880000,0.000000,982.5100000
Kepler-1057 b,1,1,Transit,2016,11.20000,0.03540,1.620000,0.000000,1201.8200000
Kepler-1058 b,1,1,Transit,2016,7.85000,0.02470,2.140000,0.000000,491.9970000
Kepler-1059 b,1,1,Transit,2016,3.64000,0.01150,3.860000,0.000000,713.1670000
Kepler-106 b,1,4,Transit,2014,5.30000,0.01668,,0.000000,444.3220000
Kepler-106 c,1,4,Transit,2014,10.44000,0.03300,3.280000,0.000000,444.3220000
Kepler-106 d,1,4,Transit,2014,8.10000,0.02549,,0.000000,444.3220000
Kepler-106 e,1,4,Transit,2014,11.17000,0.03500,3.100000,0.000000,444.3220000
Kepler-1060 b,1,1,Transit,2016,6.26000,0.01970,2.550000,0.000000,946.5650000
Kepler-1061 b,1,1,Transit,2016,4.58000,0.01440,3.240000,0.000000,543.3750000
Kepler-1062 b,1,1,Transit,2016,3.75000,0.01180,3.780000,0.000000,397.4550000
Kepler-1064 b,1,1,Transit,2016,3.02000,0.00951,4.460000,0.000000,374.0000000
Kepler-1065 b,1,2,Transit,2016,13.40000,0.04220,1.420000,0.000000,1122.4800000
Kepler-1065 c,1,2,Transit,2016,3.19000,0.01000,4.280000,0.000000,1122.4800000
Kepler-1066 b,1,1,Transit,2016,6.17000,0.01940,2.580000,0.000000,344.2510000
Kepler-1067 b,1,1,Transit,2016,0.43700,0.00137,4.690000,0.000000,667.6930000
Kepler-1068 b,1,1,Transit,2016,12.80000,0.04030,1.470000,0.000000,1473.6100000
Kepler-1069 b,1,1,Transit,2016,3.19000,0.01000,4.280000,0.000000,695.9670000
Kepler-107 b,1,4,Transit,2014,3.51000,0.01104,5.300000,0.000000,525.9970000
Kepler-107 c,1,4,Transit,2014,9.39000,0.02954,12.650000,0.000000,525.9970000
Kepler-107 d,1,4,Transit,2014,3.80000,0.01196,33.100000,0.000000,525.9970000
Kepler-107 e,1,4,Transit,2014,8.60000,0.02706,2.000000,0.000000,525.9970000
Kepler-1070 b,1,1,Transit,2016,3.64000,0.01150,3.860000,0.000000,939.0010000
Kepler-1071 b,1,1,Transit,2016,6.26000,0.01970,2.550000,0.000000,1042.2700000
Kepler-1072 b,1,1,Transit,2016,3.12000,0.00982,4.350000,0.000000,982.7160000
Kepler-1073 b,1,2,Transit,2016,5.90000,0.01860,2.660000,0.000000,809.8970000
Kepler-1073 c,1,2,Transit,2016,3.33000,0.01050,4.150000,0.000000,809.8970000
Kepler-1074 b,1,1,Transit,2016,2.10000,0.00660,5.910000,0.000000,250.8170000
Kepler-1075 b,1,1,Transit,2016,2.60000,0.00819,4.990000,0.000000,291.2750000
Kepler-1076 b,1,1,Transit,2016,0.43700,0.00137,4.690000,0.000000,199.0000000
Kepler-1077 b,1,1,Transit,2016,8.10000,0.02550,2.090000,0.000000,1101.4200000
Kepler-1078 b,1,1,Transit,2016,4.27000,0.01340,3.420000,0.000000,2481.7100000
Kepler-1079 b,1,1,Transit,2016,3.29000,0.01040,4.170000,0.000000,591.0980000
Kepler-1080 b,1,1,Transit,2016,10.80000,0.03390,1.680000,0.000000,1382.8200000
Kepler-1081 b,1,1,Transit,2016,1.01000,0.00317,5.390000,0.000000,420.2150000
Kepler-1082 b,1,1,Transit,2016,1.46000,0.00459,5.710000,0.000000,739.5570000
Kepler-1083 b,1,1,Transit,2016,11.20000,0.03540,1.620000,0.000000,902.6330000
Kepler-1084 b,1,1,Transit,2016,1.41000,0.00444,5.670000,0.000000,405.5330000
Kepler-1085 b,1,2,Transit,2016,41.20000,0.13000,0.602000,0.000000,1364.5300000
Kepler-1085 c,1,2,Transit,2020,10.70000,0.03370,1.680000,0.000000,1364.5300000
Kepler-1087 b,1,1,Transit,2016,0.16500,0.00052,3.990000,0.000000,362.6230000
Kepler-1088 b,1,1,Transit,2016,2.60000,0.00819,4.990000,0.000000,280.6290000
Kepler-1089 b,1,1,Transit,2016,4.01000,0.01260,3.600000,0.000000,259.3280000
Kepler-109 b,1,2,Transit,2014,7.30000,0.02297,,0.210000,474.8610000
Kepler-109 c,1,2,Transit,2014,21.80000,0.06859,,0.030000,474.8610000
Kepler-1090 b,1,1,Transit,2016,5.69000,0.01790,2.740000,0.000000,858.7700000
Kepler-1091 b,1,1,Transit,2016,2.73000,0.00859,4.820000,0.000000,914.2990000
