0.09,1.99,2
0.29,0.86,2
0.06,1.85,2
0.08,0.87,2
0.15,55.59,2
0.18,12.47,2
0.0,0.027,2
0.31,0.17,2
0.15,0.04,2
0.19,0.33,2
0.05,0.65,2
0.4,0.04836,2
0.59,4.3,2
0.6,17.0,2
0.0,0.018,2
0.0,0.088,2
0.0,0.01283,2
0.0,0.02643,2
nan,0.00624,2
nan,0.00306,2
nan,0.00714,2
0.2,0.0227,2
0.2,0.0242,2
nan,0.00879,2
0.0,0.02429,2
0.18,0.01825,2
0.22,0.00522,2
0.27,0.00831,2
0.38,0.30425,2
0.342,0.21414,2
0.188,0.07142,2
0.1,0.00909,2
0.17,0.00371,2
0.07,2.5,2
0.17,1.64396,2
0.23,0.00636,2
0.17,0.00727,2
0.0,0.00777,2
0.049,0.0197,2
0.08,0.01384,2
0.1,0.02737,2
0.17,0.05412,2
0.4,0.05034,2
0.08,0.68,2
0.18,0.017,2
0.0,0.01321,2
nan,0.02391,2
0.18,0.09722,2
0.33,0.22528,2
0.218,0.084,2
0.601,2.3,2
0.0133,0.851,2
0.6616,14.28,2
0.35,0.58,2
0.39,3.4,2
0.044,0.352,2
0.494,4.0,2
0.129,0.806,2
0.083,12.7,2
0.21,8.16,2
0.209,1.52,2
0.093,0.03964,2
0.22,0.04782,2
0.13,1.42,2
0.239,0.99,2
0.25,0.054,2
0.15,0.076,2
0.14,0.36,2
0.2,0.93,2
0.144,1.1,2
0.0,0.611,2
0.3743,4.83,2
0.193,0.408,2
0.38,2.43,2
0.031,1.812,2
0.303,1.769,2
0.159,3.789,2
0.45,0.0318,2
0.11,0.0922,2
0.23,1.61,2
0.12,0.82,2
0.02,0.865,2
0.12,5.13,2
0.172,0.02026,2
0.305,0.01759,2
0.4686,2.12,2
0.133,6.56,2
0.587,1.23,2
0.125,5.16,2
0.09,0.02363,2
0.05,0.02552,2
0.46,2.45,2
0.06,2.58,2
0.17,0.99,2
0.16,0.82,2
0.71,9.88,2
0.231,8.6,2
0.02,1.13,2
0.075,1.9,2
0.024,2.218,2
0.184,0.768,2
0.095,0.934,2
0.099,3.62,2
0.7441,0.7836,2
0.08,2.201,2
0.52883,7.659,2
0.2113,17.193,2
0.31,2.88,2
0.33,4.04,2
0.066,0.01806,2
0.111,0.02888,2
0.36,3.95,2
0.239,3.57,2
0.0103,0.523,2
0.252,1.99,2
0.13,0.0532,2
0.32,0.076,2
0.36,0.0367,2
0.1,0.0454,2
0.087,1.599,2
0.243,1.214,2
0.011,1.996,2
0.028,1.864,2
0.23,3.46,2
0.155,0.0553,2
0.0,0.02778,2
0.0,0.06277,2
0.16,0.02,2
0.49,0.33,2
0.09,0.03228,2
0.12,0.0297,2
0.12,0.0259,2
0.07,0.0547,2
0.13,1.3,2
0.517,2.6,2
nan,0.01164,2
0.101,0.066,2
0.8102,14.6,2
0.0,0.05638,2
0.0,0.05405,2
0.162,8.622,2
0.22,7.6,2
0.066,1.385,2
0.05,5.97,2
0.15,2.01,2
0.13,1.75,2
0.6745,2.69,2
0.03,3.19,2
0.637,12.9,2
0.52,2.23,2
0.24,2.17,2
0.07,0.0384,2
0.07,0.0277,2
0.1684,0.1872,2
0.0974,0.6579,2
0.04,0.07,2
0.249,0.35061,2
0.06,2.3,2
0.1,1.88,2
0.266,1.636,2
0.0,2.93,2
0.09,0.0402,2
0.14,0.045,2
0.092,1.556,2
0.183,1.053,2
0.26,1.06,2
0.03,2.51,2
0.0,0.0166,2
0.0,0.0239,2
0.17,3.06,2
0.76,4.85,2
0.19,3.08,2
0.28,2.25,2
0.627,1.8,2
0.432,8.06,2
0.097,1.0,2
0.489,5.64,2
0.162,1.681,2
0.3663,1.959,2
0.059,0.45,2
0.075,0.02281,2
0.35,3.76,2
0.46,3.67,2
0.2,0.7,2
0.06,1.82,2
0.119,1.26,2
0.284,3.45,2
0.25,1.23,2
0.411,5.69,2
0.17,0.02549,2
0.16,0.15228,2
0.52,1.42,2
0.14,15.04,2
0.2,0.02712,2
0.2,0.03914,2
0.14,0.428,2
0.12,0.784,2
0.05,1.38,2
0.17,6.3,2
0.13,0.01664,2
0.07,0.03555,2
0.06,0.015,2
0.15,0.0154,2
0.0,0.01598,2
0.0,0.02328,2
