0.032,2.53,3
0.098,0.54,3
0.16,1.64,3
0.12,0.016,3
0.14,0.057,3
0.35,0.072,3
nan,0.0034,3
0.06,0.02753,3
0.07,0.04616,3
0.15,0.03203,3
0.31,0.00431,3
0.29,0.00547,3
0.53,0.00516,3
0.073,0.03335,3
0.099,0.0214,3
0.373,0.0925,3
0.07,0.02042,3
0.09,0.02014,3
0.14,0.02379,3
0.19,0.0056,3
0.11,0.01315,3
0.32,0.03304,3
nan,0.00579,3
nan,0.0107,3
nan,0.01919,3
0.04,0.01901,3
0.12,0.10201,3
0.07,0.01643,3
0.0,0.0497,3
0.0,0.0173,3
0.0,0.0053,3
0.0,0.01545,3
0.0,0.00264,3
0.0,0.01271,3
0.079,0.01454,3
0.037,0.03552,3
0.075,0.03304,3
0.08,0.36497,3
0.12,0.0409,3
0.12,0.01259,3
0.4,0.02,3
0.28,0.64,3
0.48,0.54,3
nan,0.0364,3
nan,0.0331,3
nan,0.0319,3
0.047,0.665,3
0.015,0.162,3
0.389,5.415,3
0.1,0.0329,3
0.04,0.0445,3
0.24,0.0372,3
0.0,0.01579,3
0.267,0.03083,3
0.36,0.02171,3
0.054,0.675,3
0.125,0.652,3
0.16,0.696,3
0.1,0.0321,3
0.13,0.0371,3
0.07,0.057,3
0.06,0.02,3
0.098,0.02473,3
0.21,0.02026,3
0.14399,3.9,3
0.1566,1.31,3
0.185,0.59,3
0.19,0.02,3
0.05,0.40902,3
0.27,0.5267,3
nan,0.0123,3
nan,0.0229,3
nan,0.0134,3
nan,0.0149,3
nan,0.022,3
nan,0.00682,3
nan,0.00955,3
nan,0.0236,3
nan,0.0229,3
nan,0.0271,3
nan,0.0269,3
0.119,0.08967,3
0.0,0.05003,3
0.0,0.04405,3
nan,0.0514,3
nan,0.00822,3
nan,0.0205,3
nan,0.0075,3
nan,0.00837,3
nan,0.0225,3
0.0,0.00798,3
0.0,0.00738,3
0.0,0.0235,3
nan,0.0043,3
nan,0.00306,3
nan,0.0043,3
0.0,0.02039,3
0.0,0.00673,3
0.0,0.00881,3
nan,0.0101,3
nan,0.0252,3
nan,0.0249,3
nan,0.0241,3
nan,0.0102,3
nan,0.0112,3
nan,0.0148,3
nan,0.00869,3
nan,0.0222,3
nan,nan,3
nan,nan,3
nan,nan,3
0.05561,0.03,3
0.05724,0.674,3
0.13,0.023,3
0.02,0.02218,3
0.38,0.00944,3
0.0,0.021,3
0.0,0.009,3
0.0,0.012,3
0.0,0.00099,3
0.0,0.0117,3
0.0,0.00444,3
0.0,0.00951,3
0.0,0.00705,3
0.0,0.00714,3
0.07,0.0092,3
0.19,0.00982,3
0.02,0.0214,3
0.47,0.008,3
0.03,0.0238,3
0.03,0.0235,3
0.006,0.00021,3
0.011,0.0062,3
0.027,0.00201,3
0.0,0.0145,3
0.0,0.0269,3
0.0,0.0167,3
0.0,0.0123,3
0.0,0.0398,3
0.0,0.177,3
0.0,0.0519,3
0.0,0.0101,3
0.0,0.0467,3
0.0,0.00724,3
0.0,0.0178,3
0.0,0.00859,3
0.0,0.0113,3
0.0,0.0428,3
nan,0.31463,3
0.0,0.00809,3
0.0,0.0249,3
0.0,0.0207,3
0.0,0.0182,3
0.0,0.0197,3
0.0,0.0115,3
0.0,0.0191,3
0.0,0.0223,3
0.0,0.0133,3
0.0,0.0142,3
0.0,0.00889,3
0.0,0.0171,3
0.0,0.0275,3
0.0,0.0272,3
0.0,0.0465,3
0.0,0.022,3
0.0,0.054,3
0.0,0.052,3
0.0,0.0194,3
0.0,0.028,3
0.0,0.0213,3
0.12,0.02643,3
0.21,0.04122,3
0.05,0.07079,3
0.0,0.00742,3
0.0,0.013,3
0.0,0.0183,3
0.0,0.025,3
0.0,0.0258,3
0.0,0.00328,3
0.0,0.00909,3
0.0,0.0227,3
0.0,0.02,3
0.0,0.0263,3
0.0,0.021,3
0.0,0.0093,3
0.0,0.0224,3
0.0,2.36,3
0.0,0.107,3
0.0,0.00588,3
0.0,0.0119,3
0.0,0.0057,3
0.0,0.00972,3
0.0,0.00899,3
0.0,0.0345,3
0.0,0.0176,3
0.0,0.0128,3
0.0,0.00724,3
