0.08,14.74,1
0.0,4.8,1
0.37,4.66,1
nan,8.0,1
0.042,0.91,1
nan,24.5,1
nan,13.9,1
nan,7.5,1
nan,4.0,1
0.26,20.95,1
nan,12.5,1
0.432,7.1,1
0.013,0.46,1
0.073,2.01,1
0.3988,7.49,1
0.06,1.31,1
0.206,5.3,1
nan,13.5,1
0.1,0.18,1
0.2,6.4,1
0.29,1.04,1
0.001,1.061,1
0.26,1.11,1
0.21,4.2,1
0.0,0.07,1
0.2,0.91,1
0.76,1.7,1
0.35,1.6,1
0.02,0.59,1
0.21,9.78,1
0.54,5.1,1
nan,10.5,1
nan,12.569,1
0.25,11.6,1
nan,17.0,1
0.0,1.03,1
0.53,2.75,1
0.0,2.33,1
0.07,0.917,1
0.0,1.308,1
0.0,7.6,1
0.33,0.535,1
0.0,2.43,1
0.08,3.47,1
0.047,1.11,1
0.0,2.26,1
0.077,0.038,1
0.16,2.8,1
0.0,0.27,1
0.0,0.52,1
0.065,10.39,1
0.047,0.484,1
0.082,0.85,1
0.0,21.66,1
0.007,2.9,1
0.02,0.84,1
0.0,0.72,1
0.09,0.467,1
0.1,2.96,1
0.0,0.22,1
nan,0.15,1
0.345,28.5,1
nan,11.0,1
0.078,0.437,1
0.0,0.0036,1
nan,0.0131,1
nan,0.00082,1
0.0,0.00217,1
nan,0.00352,1
nan,0.0111,1
nan,0.00317,1
nan,0.0102,1
nan,0.0021,1
nan,0.00264,1
0.06,0.0144,1
0.0,0.08495,1
nan,0.00727,1
nan,0.0168,1
nan,0.01,1
nan,0.00459,1
0.0,13.0,1
nan,16.0,1
0.0,0.015,1
0.0,0.0197,1
0.0,0.00658,1
0.04,0.02328,1
0.06,0.03209,1
0.21,0.82,1
0.72,0.05097,1
0.08,0.0409,1
0.22,0.0258,1
0.37,2.3,1
0.31,0.0208,1
0.017,0.04373,1
0.4356,0.463,1
0.08,0.026,1
0.07,0.02517,1
0.121,0.02246,1
0.22,0.00941,1
0.11,0.03483,1
0.37,0.05213,1
0.13827,0.07,1
0.1,0.04153,1
nan,4.0,1
0.08,0.01686,1
0.13,0.00887,1
0.3,0.328,1
0.2,0.035,1
0.0,0.02832,1
0.04,1.0,1
0.44,0.06186,1
nan,20.0,1
nan,16.0,1
nan,11.3,1
0.109,0.04097,1
0.05,0.02084,1
0.0,0.211,1
0.19,1.94,1
0.084,0.197,1
0.067,0.292,1
0.5172,8.7,1
0.015,7.246,1
0.23,4.87,1
0.11,1.34,1
0.023,0.569,1
0.12,0.07,1
0.051,0.626,1
0.25,2.27,1
0.432,3.33,1
0.063,1.8482,1
0.058,1.169,1
0.067,0.267,1
0.0,0.48,1
0.0,1.044,1
0.0,0.662,1
0.049,0.892,1
0.123,0.493,1
0.0,2.2,1
0.0,0.98,1
0.115,1.35,1
0.123,0.309,1
0.047,0.818,1
0.134,1.484,1
0.074,0.76,1
0.139,0.582,1
0.29,2.31,1
0.0,1.32,1
0.304,0.527,1
0.09,0.783,1
0.041,0.724,1
0.0,3.58,1
0.0,6.78,1
0.084,0.749,1
0.12,1.855,1
0.501,0.526,1
0.34,0.83,1
0.085,2.39,1
0.181,0.543,1
0.142,1.071,1
0.126,2.17,1
0.0,3.27,1
0.029,1.338,1
0.166,1.9795,1
0.0,1.345,1
0.079,2.74,1
0.114,1.47,1
0.0,2.26,1
0.176,0.613,1
0.245,0.65,1
0.581,0.53,1
0.202,0.672,1
0.158,0.653,1
0.0,1.071,1
0.233,0.88,1
0.471,0.92,1
0.08,1.192,1
0.108,0.941,1
0.306,1.222,1
0.105,3.216,1
0.0,0.074,1
0.275,0.63,1
0.013,1.323,1
0.312,1.59,1
0.38,9.7,1
0.229,1.88,1
0.173,0.261,1
0.279,0.56,1
0.24,0.7,1
0.559,0.173,1
0.088,0.369,1
0.071,0.353,1
0.019,0.237,1
0.516,0.39,1
0.33,0.768,1
0.246,2.24,1
0.33,0.595,1
0.126,0.76,1
0.092,0.921,1
0.019,0.602,1
0.028,3.147,1
0.0,0.319,1
0.191,0.662,1
0.092,3.4,1
0.298,0.179,1
0.136,0.96,1
0.151,0.96,1
0.064,5.33,1
0.057,1.45,1
0.036,1.29,1
0.519,0.577,1
0.17,0.12,1
0.18,12.9,1
0.0,0.37,1
0.013,0.1254,1
0.376,0.138,1
0.075,0.837,1
nan,752.0,1
0.36,1.03,1
0.12,0.17,1
0.0,0.41,1
0.05,4.94,1
0.11,0.35837,1
0.0,0.09,1
0.086,0.62,1
0.19,0.03524,1
0.0,0.16,1
0.132,1.487,1
0.09,8.3,1
0.48,6.93,1
0.185,10.13,1
0.15,0.94,1
nan,11.0,1
0.1043,6.383,1
0.53,0.261,1
0.032,2.414,1
0.12,0.86,1
0.462,11.09,1
0.2,7.14,1
0.26,4.4,1
0.03,4.51,1
0.46,2.83,1
0.23,1.14,1
0.458,0.357,1
0.157,1.926,1
0.19,5.63,1
0.15,0.174,1
0.31,2.79,1
0.4,6.54,1
0.66,4.5,1
0.03,1.51,1
0.07,2.98,1
0.591,22.16,1
0.0,0.02,1
0.04,1.96,1
0.035,0.237,1
0.57,0.89,1
0.7,1.6,1
0.029,1.15,1
0.181,1.8,1
0.64,19.12,1
0.563,3.31,1
0.27,10.95,1
0.34,5.38,1
0.25,2.14,1
0.34,26.77,1
0.36,0.2,1
0.02,2.2,1
0.1,9.76,1
0.251,0.415,1
0.533,7.8,1
0.41,9.69,1
0.5,1.67,1
0.07,1.21,1
0.197,3.532,1
0.31,6.02,1
0.11,2.23,1
0.053,2.28,1
0.155,1.121,1
0.52,0.85,1
0.38926,33.7,1
0.16,1.3,1
0.0,0.38,1
0.0167,1.33,1
0.031,2.75,1
0.38,2.71,1
0.532,2.661,1
0.04,1.869,1
0.34,2.95,1
0.04,0.82,1
0.61,5.37,1
0.22,0.74,1
0.0,0.013,1
0.29,1.53,1
0.13,14.0,1
0.6,5.1,1
0.28,9.84,1
0.35,1.99792,1
0.2,2.89,1
0.63,6.43,1
0.734,3.53,1
0.089,1.7,1
0.11,0.27,1
0.64,8.79,1
0.17,10.13,1
0.59,2.62,1
0.234,2.72,1
0.68,3.51,1
0.21,2.7,1
0.54,8.97,1
0.11,0.598,1
0.11,0.02825,1
0.13,0.87,1
0.0593,0.04751,1
0.049,0.081,1
0.022,0.916,1
0.081,2.194,1
0.148,3.18,1
0.26,20.13,1
0.73,8.37,1
0.022,2.54,1
0.26,0.4,1
0.251,0.836,1
0.04,3.4,1
0.14,0.05179,1
0.224,1.985,1
0.57,3.1,1
0.259,8.52,1
0.05,0.56,1
0.082,2.096,1
nan,24.09,1
0.289,7.8,1
0.71,6.29,1
0.27,1.37,1
0.23,0.1076,1
0.1,2.036,1
0.24,0.52,1
0.08,9.9,1
0.75,1.25,1
0.07,1.4,1
0.0,0.73,1
0.24,0.4817,1
0.48,1.29,1
0.028,1.808,1
0.68,0.67,1
0.15,0.0409,1
0.076,2.39,1
0.4,0.20734,1
0.07,1.26,1
0.317,2.223,1
0.38,1.05,1
0.37,0.57,1
0.7621,21.6,1
0.3,0.2,1
0.77,10.39,1
0.4,1.0,1
0.0,0.05223,1
0.14,16.64,1
0.187,0.2,1
0.054,1.118,1
0.51,1.45,1
0.08,3.09,1
0.115,0.19,1
0.42,9.7,1
0.123,1.61,1
0.08,1.56,1
0.16,2.12,1
0.464,5.97,1
0.104,0.7,1
0.8191,13.65,1
0.1,2.61,1
0.406,1.527,1
0.13,1.13,1
0.05,6.575,1
0.56,6.0,1
0.15,5.21,1
0.4,15.89,1
0.04,3.86,1
0.35,12.89,1
0.22,0.03713,1
0.39,4.48,1
0.091,1.17,1
0.141,1.494,1
0.05,5.9,1
0.09,0.98,1
0.0,0.026,1
0.149,1.542,1
0.459,2.4,1
0.08,2.43,1
0.13,1.37,1
0.76,1.22,1
0.18,0.47,1
0.3,0.62,1
0.01,3.04,1
0.07,0.7,1
0.0,0.48,1
0.032,0.244,1
0.34,9.1,1
0.389,3.76,1
0.645,0.228,1
0.41,0.4,1
0.017,9.698,1
0.14,0.02674,1
0.24,2.7,1
0.2,1.6,1
0.042,0.81,1
0.19,0.04531,1
0.0,0.05,1
0.147,1.927,1
0.83,0.6,1
0.61,0.58,1
0.778,1.79,1
0.607,0.433,1
0.2,7.32,1
0.211,1.525,1
0.066,1.615,1
0.09,0.1,1
0.501,4.954,1
0.27,1.21,1
0.705,3.87,1
0.076,5.78,1
0.056,1.681,1
0.096,0.33,1
0.07,7.63,1
0.02,2.3,1
0.0,0.25,1
0.24,0.53,1
0.12,0.056,1
0.17,0.49,1
0.07,6.0,1
0.493,3.204,1
0.1,1.68,1
0.03,3.07,1
0.12,1.97,1
0.4,6.1,1
0.175,1.993,1
0.19,0.27,1
0.124,1.768,1
0.22,3.85,1
0.423,5.45,1
0.23,3.097,1
0.126,1.112,1
0.11,2.71,1
0.09,0.21,1
0.856,3.93,1
0.09,0.05,1
nan,0.01762,1
0.53,7.27,1
0.0,2.7,1
0.17,27.1,1
0.07,2.33,1
0.2,0.20955,1
0.01,0.34,1
0.5,0.099,1
0.11,0.011,1
0.3,2.03,1
0.7,7.0,1
0.17,3.6,1
0.53,1.54,1
0.031,1.02,1
0.2,2.11,1
0.22,0.11,1
0.31,0.057,1
0.12,1.11,1
0.21,16.88,1
0.14,0.37,1
0.14,1.26,1
nan,5.0,1
0.11,10.63,1
0.197,0.13353,1
0.06,3.74,1
